NAME: Beijing-6
VERTICES: 2820
DEPOT: 0
REQUIRED EDGES: 2151
NON-REQUIRED EDGES: 1433
VEHICLES: 36
CAPACITY: 25000
TOTAL COST OF REQUIRED EDGES: 883261
NODES	COST	DEMAND
344	345	221	0
346	129	363	363
126	131	363	363
347	348	590	590
349	125	211	211
342	350	65	0
351	317	1061	1061
317	352	737	737
353	354	359	359
355	356	273	0
356	317	720	720
357	358	592	592
359	107	384	0
107	360	4704	4704
361	362	170	170
363	357	170	170
189	364	97	0
365	366	414	0
366	367	257	257
367	368	93	93
369	370	292	292
370	371	187	187
371	372	223	223
373	374	801	801
374	365	698	698
375	376	767	767
251	377	163	0
378	379	855	855
380	381	1082	0
381	382	354	354
382	383	359	0
384	307	514	0
307	385	509	0
386	387	321	321
388	389	374	374
206	390	342	342
390	391	416	0
392	393	135	135
393	394	816	816
394	395	104	104
395	396	328	0
396	397	459	459
398	399	178	178
399	400	78	0
400	401	306	0
402	335	176	176
335	403	316	0
404	405	72	72
406	407	70	0
364	408	710	710
77	409	603	603
408	410	288	288
411	412	336	0
412	413	415	415
413	414	1489	1489
414	415	394	0
416	417	379	379
418	208	169	169
419	420	763	763
421	244	111	111
422	423	321	0
423	424	67	0
424	423	67	67
425	426	892	892
427	428	288	288
429	430	505	0
431	432	568	568
265	433	775	775
433	155	70	70
434	435	92	0
436	437	391	391
437	438	342	0
438	439	89	0
440	441	143	143
442	443	155	155
443	444	332	0
245	445	72	0
446	447	218	218
447	448	118	118
448	449	153	0
449	450	149	0
451	405	273	0
452	453	75	0
453	454	430	0
454	455	1061	1061
455	456	986	0
457	458	139	0
459	460	113	0
461	462	181	0
463	464	207	207
465	466	639	639
466	467	620	620
468	469	70	0
470	471	289	0
472	473	426	0
474	470	289	289
475	474	55	55
417	476	165	0
477	478	2806	2806
462	479	414	414
480	481	835	835
482	483	350	0
483	484	348	0
484	485	261	0
486	487	301	301
487	488	212	212
489	462	240	0
490	491	248	0
492	482	448	448
493	494	449	449
495	496	370	0
497	498	57	57
498	499	63	0
499	500	725	725
500	501	365	365
202	502	653	653
503	504	285	0
505	506	126	126
506	507	225	0
508	509	88	88
509	510	663	663
511	512	102	0
513	514	894	0
514	194	166	166
515	516	50	50
517	518	611	611
519	520	1013	1013
521	522	311	0
523	156	81	81
524	525	117	117
525	526	234	234
526	527	165	0
528	529	576	0
529	530	185	0
530	290	427	427
528	531	429	0
531	532	62	0
533	534	506	506
535	536	439	0
537	475	397	397
538	539	642	642
539	540	524	524
540	293	838	0
541	175	284	284
542	543	688	0
544	545	365	0
545	546	412	0
546	547	324	0
161	548	212	212
548	549	669	0
550	551	53	53
552	553	486	486
553	554	864	864
554	555	60	60
556	230	316	0
557	558	112	112
558	559	416	416
560	561	435	435
562	563	86	86
564	565	1141	1141
566	211	668	0
567	568	451	0
568	569	398	398
570	571	386	386
571	572	120	120
572	573	131	0
574	575	109	0
563	576	329	329
577	578	775	0
578	579	291	291
580	581	415	415
582	583	403	403
583	584	604	604
585	586	501	0
587	588	91	91
589	590	1083	0
236	591	82	82
592	593	243	243
593	594	175	0
409	595	824	0
596	597	87	0
598	593	274	274
593	599	217	217
409	600	598	598
601	602	74	74
603	465	84	84
604	598	349	349
605	592	433	433
212	606	522	522
607	608	278	278
609	610	348	348
611	612	397	397
612	545	471	471
545	613	486	0
614	615	295	295
609	616	93	93
617	618	95	95
619	620	77	77
621	622	148	148
622	623	155	155
623	624	244	244
624	625	84	0
626	627	172	172
628	629	172	172
620	619	66	66
630	631	795	0
141	632	433	433
633	634	126	126
635	636	422	422
637	638	409	409
638	639	388	388
445	451	571	571
640	641	504	504
641	642	343	343
643	644	100	0
645	646	1440	1440
646	647	355	355
647	648	766	0
648	649	160	0
644	643	107	0
643	650	542	0
650	651	900	0
445	652	241	241
652	653	190	0
653	512	67	67
654	160	411	411
644	655	634	0
656	657	160	160
658	659	513	513
660	661	513	513
661	662	136	0
662	663	251	251
664	665	522	522
286	358	560	560
358	666	1099	1099
667	668	584	0
669	670	745	745
671	312	190	0
312	672	159	159
673	674	514	0
675	676	890	890
158	28	676	0
28	11	428	428
650	677	506	0
678	679	594	0
679	680	1635	1635
680	508	253	253
508	681	535	535
682	683	287	0
353	684	204	204
684	685	539	539
629	686	394	394
586	687	1114	0
627	688	279	0
689	519	307	0
690	691	261	0
88	692	662	0
692	41	1466	1466
693	694	277	277
695	696	320	0
696	350	1284	0
350	697	655	655
342	698	4828	0
698	425	469	469
699	700	589	589
701	702	917	0
702	703	52	0
704	705	349	349
705	706	442	442
707	704	956	0
708	709	132	0
710	711	461	461
712	298	181	181
298	713	454	0
297	712	216	216
645	707	1092	1092
714	715	128	128
708	716	133	133
203	717	428	428
291	718	58	58
718	719	250	0
720	721	521	0
722	723	445	445
723	724	334	334
725	726	532	0
158	727	558	558
724	723	345	345
723	728	269	0
727	158	559	559
729	730	359	0
731	732	527	527
733	734	1168	0
735	736	64	0
737	738	778	0
738	739	330	330
724	740	116	0
740	741	273	273
742	743	406	0
744	745	670	0
746	747	313	0
747	742	283	283
748	749	267	267
749	750	404	404
430	751	803	803
269	752	56	56
715	753	868	868
753	754	673	673
752	755	182	0
307	158	759	759
756	757	319	319
757	676	544	0
758	759	89	0
372	760	165	165
761	626	263	263
762	763	511	0
764	472	599	0
472	765	808	808
766	490	157	157
759	767	253	0
767	768	731	0
768	769	445	445
770	771	201	0
772	210	454	454
210	773	720	720
773	774	253	253
775	696	1467	0
472	776	2953	2953
777	778	553	553
779	780	149	149
222	781	194	194
348	129	569	0
129	782	622	622
783	784	342	0
785	786	82	0
787	788	130	130
789	790	517	0
791	792	258	258
793	794	337	337
795	796	211	211
265	797	570	570
797	798	169	169
794	799	245	0
800	801	152	0
721	802	107	107
802	803	297	297
356	804	611	611
97	805	301	0
806	807	372	372
808	809	108	0
810	811	672	672
812	542	1038	1038
495	813	359	359
813	746	524	524
814	815	704	704
816	817	61	0
818	789	128	128
763	819	582	0
819	820	571	0
821	822	206	0
823	824	181	0
824	825	76	76
825	388	123	0
258	826	554	554
827	828	513	513
829	830	274	0
831	832	118	0
832	833	401	0
834	835	1194	1194
165	836	142	142
836	837	431	0
838	839	129	0
840	841	374	374
842	843	64	64
844	41	322	322
41	845	407	407
845	846	842	0
846	842	463	463
842	847	300	0
847	848	803	803
848	849	416	416
849	850	656	656
851	852	148	148
853	854	83	83
855	853	64	64
856	857	73	73
858	859	721	721
859	860	234	0
861	232	53	0
862	150	597	597
150	863	767	0
862	737	593	593
864	21	377	0
21	76	351	351
865	682	471	471
866	867	752	0
867	849	518	518
666	414	745	745
837	868	132	0
869	849	1842	1842
849	843	1527	0
716	708	133	133
870	871	452	452
765	869	535	535
386	872	91	0
873	765	606	0
689	874	451	451
875	876	118	118
877	878	50	0
420	727	246	246
743	879	170	170
879	742	235	235
742	747	282	282
747	746	320	320
880	881	741	0
882	883	1225	1225
883	884	399	399
884	885	741	0
480	886	962	0
886	477	176	176
620	887	870	870
743	888	170	0
889	890	1054	0
890	395	245	245
395	339	188	188
298	891	363	0
892	893	184	184
755	894	159	0
895	896	356	0
897	898	394	0
898	895	420	0
896	899	151	151
900	901	242	242
901	902	506	506
160	903	232	232
904	905	403	0
906	904	137	0
484	758	361	0
907	901	243	0
908	909	102	0
298	910	52	52
911	912	309	309
913	914	84	84
915	916	245	245
916	917	253	0
918	919	120	120
920	511	95	0
919	445	65	0
921	922	586	586
923	618	91	0
618	617	95	95
377	924	166	0
813	537	600	600
925	470	453	453
470	926	596	596
926	927	319	0
881	928	302	0
929	660	1291	0
660	930	149	0
931	927	307	0
927	770	448	0
770	932	76	76
352	317	738	0
317	351	1066	0
933	262	454	454
924	934	55	55
711	935	578	578
936	937	317	317
711	938	361	0
559	557	529	0
939	940	700	700
940	941	521	0
942	943	77	77
943	944	121	0
945	946	257	257
947	945	419	419
948	603	387	0
603	947	199	199
949	950	490	0
950	297	615	615
297	951	56	0
952	953	508	0
932	954	130	0
264	263	519	519
955	956	505	0
956	957	302	0
958	940	740	0
940	959	178	178
960	948	66	66
956	955	504	0
953	961	206	206
962	793	140	0
799	963	160	0
335	964	148	148
965	942	56	56
966	967	1107	0
968	969	466	466
969	970	730	0
971	276	200	200
972	973	316	316
974	975	274	274
186	976	376	376
977	978	740	740
979	980	629	0
981	982	152	0
260	971	204	0
983	78	452	452
154	984	147	147
888	985	195	195
986	984	147	147
65	987	1074	0
988	989	503	0
990	991	273	0
992	993	153	153
640	185	129	129
994	995	75	75
996	997	396	396
468	591	145	0
998	999	153	0
1000	1001	364	0
1001	1002	108	108
1002	1003	244	0
1003	1004	282	282
1005	1006	122	122
1007	1008	1242	1242
1009	1010	424	424
1011	1012	254	0
1013	1014	135	0
1015	1009	357	0
1016	1017	119	119
1018	45	729	729
1019	1020	348	348
17	1021	629	629
1021	1022	328	0
1022	1023	200	0
1024	904	428	0
1025	1026	199	199
1027	1028	1008	0
1028	1029	550	550
1029	678	588	588
678	1030	914	0
236	1031	882	882
591	1007	143	143
1032	1033	188	0
1034	897	578	578
1035	1036	91	91
1036	1037	277	0
1038	1039	91	0
911	1040	73	0
1039	1041	316	0
1042	1043	240	240
1044	1045	260	260
1046	1047	198	198
1047	1048	133	0
1049	1050	529	529
561	711	111	111
1051	966	356	0
401	1052	438	438
935	1053	239	239
519	1054	287	287
736	236	884	884
236	1055	258	258
351	377	80	80
237	733	65	0
1027	906	1942	1942
1056	906	430	430
1057	167	406	406
167	1058	217	217
1059	766	1527	1527
1050	966	434	434
1060	856	133	0
856	1061	77	77
1062	424	370	370
1063	1064	142	0
1065	639	747	0
1066	1067	166	166
1068	1064	325	0
1069	1070	176	176
1070	880	198	198
880	720	465	465
1064	1071	154	154
1072	1073	292	0
1073	1063	234	0
1074	1075	265	0
1067	1076	1030	1030
179	1077	283	0
1077	1078	614	614
1078	114	1008	0
1079	1074	298	298
372	1064	401	0
1080	1081	165	0
1082	1083	394	0
1083	1084	431	431
1085	1086	1278	0
454	1025	477	477
1087	1088	293	293
595	409	820	0
1088	1089	433	0
1090	1091	265	265
1092	1093	99	99
595	1094	606	0
1095	1001	160	0
1001	1064	189	0
1064	372	395	0
1096	1065	492	492
1065	1097	493	0
1098	1087	230	230
1099	1100	228	228
1101	1102	368	368
1103	1095	364	0
1095	1104	365	365
867	1105	1507	0
1094	595	605	605
1106	1107	63	0
1108	1109	150	150
51	70	433	433
70	69	367	367
995	889	553	553
1110	1111	242	0
1111	421	50	50
536	1112	342	0
1112	1113	204	0
1114	1115	89	89
1114	1116	51	0
1116	1117	242	242
1118	1119	186	0
1120	1121	296	296
1121	1122	345	0
1122	1123	214	214
1124	1125	149	0
1125	1126	218	0
1127	1128	530	530
1128	1129	429	429
676	528	526	0
1130	1131	407	0
1132	1128	528	528
957	940	178	178
940	1133	741	741
959	956	302	0
1134	763	669	669
1135	1136	101	101
1137	1138	221	0
1138	1139	505	0
1140	409	340	340
1136	1141	131	0
1142	1143	822	822
397	1144	81	81
1103	1000	189	189
1000	1068	156	0
1145	1146	405	0
220	795	267	267
1147	1148	423	0
1148	247	320	320
247	1145	284	284
1145	1149	160	160
383	1150	677	677
909	1151	96	96
525	1152	389	389
1153	1154	181	181
1154	1155	527	0
1155	1154	526	526
1154	1153	179	0
1156	249	170	0
299	1149	204	0
1153	1146	373	373
1146	1157	286	286
1109	1158	86	86
1158	979	549	549
1159	21	370	370
314	1160	926	926
314	783	55	0
783	1161	1320	1320
820	1162	70	70
1163	316	206	206
1163	1164	131	0
1164	261	311	311
261	1165	718	0
316	1163	205	205
1166	1167	91	91
1168	1169	721	0
1170	917	227	227
917	1171	253	0
1172	509	254	254
1173	1174	84	84
1174	666	1415	0
1175	1176	515	0
412	915	339	0
1177	1178	103	103
1170	1179	220	220
1179	1180	200	200
632	139	346	0
139	1181	180	0
1182	1183	462	462
1183	972	221	221
1184	1185	101	101
1186	1187	106	0
299	1188	199	199
1189	299	304	304
299	1189	303	0
142	1190	88	0
121	1191	73	73
1191	343	86	86
593	1192	346	0
1193	1194	298	298
1195	1196	57	0
1197	1198	316	316
1199	1200	454	454
1200	1201	1321	1321
1202	1203	127	0
1203	1204	459	0
52	1205	60	60
700	939	124	0
1206	51	172	0
51	352	598	598
352	1207	347	0
1208	1209	705	705
1071	1068	171	171
1064	1001	191	0
1001	1095	160	160
1210	1211	910	910
1211	71	882	882
71	1212	905	0
1213	1208	149	149
1209	1214	582	582
1086	282	959	959
282	1215	786	0
1215	1216	225	225
1216	1212	147	147
879	1217	364	364
1218	1219	399	399
1220	1221	70	0
1221	390	544	544
1222	48	90	90
522	1223	354	354
1224	1225	171	0
1223	1207	154	154
1226	1222	348	0
1227	1228	1083	1083
1229	396	244	244
1230	521	447	0
1231	1232	406	406
1233	890	104	0
1234	450	274	0
450	1235	203	203
1236	1237	1532	0
1238	1239	621	0
1239	1240	160	160
1232	1241	68	68
1242	447	169	0
447	1243	254	0
832	1244	100	100
1244	460	148	148
460	1186	135	135
1245	1246	391	0
1244	1247	433	433
1248	1038	524	524
49	1248	447	0
1249	1250	467	0
1250	819	488	488
1251	1252	218	218
1252	1253	112	112
1205	391	651	651
391	1254	299	0
1255	1256	527	527
224	1257	131	131
1257	611	330	0
1258	1259	591	591
1260	1261	146	146
1262	1263	176	176
1264	1265	64	64
1266	978	245	245
1267	33	419	419
33	1268	357	357
1269	851	1404	1404
851	979	561	0
979	1270	635	0
1271	1272	322	0
1273	1274	616	0
1275	1276	100	0
1276	1277	51	51
1278	1279	629	629
1280	1281	147	0
1281	1280	100	100
1252	1282	243	0
1283	1284	210	210
1209	1273	821	0
1285	1286	602	0
1287	1288	74	74
1281	1289	105	105
1289	814	363	0
1290	1281	58	58
1291	1292	266	0
1292	1193	670	670
1293	1294	647	647
213	56	195	195
1294	1295	656	656
367	1296	119	119
763	1297	661	0
1298	1299	408	0
1299	1300	273	0
1301	1291	149	0
1119	1302	124	0
1303	1304	507	0
1304	1305	117	117
1305	1306	105	105
1307	133	1259	1259
133	1308	220	220
1308	1309	365	365
1068	1310	439	439
1311	1049	372	372
760	1310	132	0
1312	1313	876	876
1314	1315	254	254
1315	1316	447	447
1317	60	150	150
1318	1319	641	641
1320	290	529	529
290	68	501	501
1321	1322	205	205
1323	1324	143	0
1325	962	573	573
1326	1327	137	137
1327	1328	204	0
631	1325	204	204
1322	1329	795	0
428	1327	213	213
1327	1330	230	0
220	1331	564	0
1331	1080	393	0
1332	157	205	205
1333	792	886	886
1334	1281	50	0
313	229	423	423
229	1335	187	187
1335	911	76	76
1336	1337	160	160
651	205	102	0
205	1338	107	107
1338	1339	194	0
1340	1149	744	0
1341	206	133	133
807	206	133	133
206	1342	731	731
1343	1344	588	0
1344	1182	416	0
1182	1345	92	92
1346	545	736	736
545	548	407	407
1347	1200	1323	1323
1200	1348	456	456
1349	1350	143	0
1351	1352	496	0
31	1353	560	0
1354	1355	179	0
811	37	78	0
37	892	194	194
6	1356	103	0
834	1228	764	0
1228	1214	819	0
934	256	316	0
1214	1357	1117	0
33	1358	554	554
613	545	486	486
545	1359	458	458
1359	654	236	236
654	1360	175	175
1361	1362	148	148
573	1349	50	0
1363	1008	144	0
1311	619	707	0
1364	1311	58	58
1365	1366	156	0
910	1367	53	0
1368	810	237	237
1259	1369	146	0
1369	499	737	737
1370	1371	316	0
1372	1336	452	452
1373	1374	369	369
1375	1376	568	568
1377	1378	245	245
1379	1380	75	75
1381	1382	653	653
1383	1384	178	178
746	1385	643	0
1386	263	532	532
263	828	426	426
828	1387	185	0
1387	1388	283	283
367	1389	981	981
1389	1390	674	0
157	1391	311	0
1391	1392	169	169
1393	1394	441	0
1395	1396	496	496
1395	78	133	0
1296	1381	309	309
839	840	82	82
1397	263	455	455
1398	1088	864	0
555	1399	825	825
1399	1400	431	0
1400	1401	379	0
1401	1402	1727	0
1403	1103	600	0
1404	1405	84	84
993	1406	181	0
1407	1408	77	77
1240	200	72	72
200	217	1052	0
217	1324	122	0
1409	1410	181	181
1023	1386	164	164
1031	1411	64	64
1411	1412	1400	0
1413	970	951	0
601	1414	287	287
1415	1416	198	0
1416	647	304	0
1417	746	629	629
1138	624	801	801
717	1418	216	0
1419	1387	96	96
1387	1420	93	93
1401	1421	290	0
211	566	668	0
1422	1401	779	0
1401	1400	379	379
1400	1423	425	0
1423	1057	840	0
1424	1425	207	0
1425	1426	141	141
1427	1428	211	211
1429	699	354	354
1430	1431	64	64
1431	236	883	883
236	1432	255	0
1433	1401	306	306
1427	1434	207	207
831	1435	426	426
263	1234	75	75
1234	1436	422	422
1387	1437	111	0
1438	43	437	437
1439	1440	206	206
1440	1441	128	0
1441	1442	134	134
716	1137	315	315
1443	1439	304	0
1444	1445	178	178
1446	1447	692	0
1448	1168	398	398
1168	118	122	122
118	117	270	270
117	431	612	612
1449	1450	400	400
1450	1451	117	117
1309	513	103	103
1452	1453	491	491
1453	1314	223	0
1283	219	964	0
219	1454	903	0
1455	1065	472	472
1456	1457	332	332
1458	382	284	284
1459	1460	703	0
1164	1150	252	252
1150	381	298	298
381	1461	332	0
1462	546	514	514
1463	787	223	0
1464	1465	746	746
833	832	400	0
832	831	118	118
424	1454	303	0
1454	1333	281	281
1466	120	801	801
982	1467	189	189
1012	1016	218	218
238	1468	392	392
639	670	409	409
670	1469	316	0
1470	1471	531	0
1472	1473	1468	1468
407	1474	451	451
1475	835	74	74
835	1476	139	0
1477	36	60	0
1478	150	767	767
150	862	603	603
1479	109	313	0
1480	1481	1363	1363
1481	1482	216	216
1483	214	734	734
1484	1485	190	190
281	1483	62	62
1486	66	451	0
66	513	886	0
280	1487	444	444
36	1488	99	0
1489	1490	118	0
1491	1492	118	118
1384	1489	535	0
1490	1493	268	0
1494	1383	400	0
1495	1496	53	53
1445	1497	414	0
1498	1365	260	260
1492	1444	534	534
1499	1500	892	892
1501	362	144	0
1502	1503	783	783
1504	1505	179	179
1506	1507	333	333
1507	1508	778	0
1473	1509	922	922
1499	1510	453	0
1510	1511	1197	1197
1512	1513	806	806
1513	1514	429	429
1514	1515	646	646
781	96	367	0
1516	22	852	852
1517	1518	398	0
1519	39	307	307
571	1520	254	254
1521	1522	381	0
1522	1523	656	0
1523	1524	505	0
1525	82	1406	0
1526	1527	200	200
713	1528	590	0
1529	1486	286	286
1530	1531	671	0
1532	233	97	0
40	1533	896	896
817	1534	212	0
1139	1535	215	215
1536	377	884	884
377	861	182	182
1240	1537	882	882
1538	1530	283	283
1405	26	85	0
1539	1540	74	0
279	1541	2190	0
1117	1542	71	71
713	298	463	463
1214	1543	819	0
1543	651	765	765
1544	1213	237	237
1545	112	94	0
557	1474	370	370
1474	1546	272	272
1546	1547	161	0
101	1519	1407	1407
1548	1549	232	232
1549	1550	563	563
178	1551	242	0
1552	1553	448	448
557	1290	596	0
1554	1555	823	823
1553	180	104	0
179	1552	346	346
178	1556	490	490
1557	1111	228	228
1462	1558	94	0
1081	535	421	0
1559	536	539	0
1560	1561	201	0
79	1375	228	0
1562	1563	162	0
666	1170	1500	1500
1564	184	650	0
1565	1566	189	189
1567	921	96	96
1568	1569	138	0
1569	698	63	63
1570	1571	337	337
478	1572	461	461
1573	42	401	0
42	731	390	390
1574	1575	219	219
504	731	2559	0
731	844	488	488
844	1576	2188	0
450	449	148	148
449	448	154	0
448	447	118	118
447	446	222	0
1162	1577	774	0
1578	1579	772	772
129	1580	200	200
1580	1581	213	213
1581	1582	358	358
1582	1583	258	0
1579	1584	91	91
1582	1581	358	0
1581	1580	213	0
1580	129	200	0
1585	1586	127	127
1587	1588	163	0
1589	1590	122	122
1591	1592	247	0
1593	104	464	0
1594	1595	173	173
1596	1574	454	0
774	729	85	0
193	1593	112	112
1597	1597	74	74
1598	1599	850	850
790	1600	362	362
633	1560	76	76
1601	1602	140	140
1603	1604	308	308
1604	1605	612	612
1606	895	1026	1026
42	41	480	480
1602	952	811	0
1607	1608	208	208
1608	1609	358	358
219	800	215	215
800	1610	385	385
1610	1611	205	205
118	1612	1756	1756
1612	176	219	0
126	172	786	786
1613	1142	394	394
1142	1614	283	283
1614	1615	250	250
1616	1617	448	448
1618	1619	280	280
1619	742	367	367
1620	1621	447	447
1622	1623	143	143
796	1624	578	578
1624	1625	565	0
1626	1627	339	0
1628	1629	177	0
1630	1625	91	91
1625	1631	197	0
1632	1633	873	873
176	615	398	398
615	118	1576	1576
1634	1635	68	68
1636	1637	424	424
1638	1639	350	350
208	1640	395	395
1640	1641	128	128
1641	1642	335	335
1642	1643	328	0
1644	1645	426	0
1645	1646	453	0
1647	1648	158	158
1649	1309	298	298
1625	1650	480	480
1650	1624	85	0
1624	1651	501	501
1651	796	71	71
155	1652	177	177
826	1109	69	0
1653	1554	898	898
155	1654	412	0
405	652	485	0
1655	156	574	0
1656	1657	226	226
686	1658	279	279
1659	1647	230	230
1464	665	300	300
1660	604	54	54
1661	329	54	0
1662	1529	893	0
1663	1664	895	0
1664	1665	1717	1717
1198	355	228	228
355	51	498	0
1666	1667	153	153
1668	257	260	260
1669	1668	217	0
1668	1670	374	0
1558	1671	274	274
1672	69	139	0
69	640	397	397
1667	1673	80	0
1674	707	60	0
1675	1676	461	0
1676	680	1984	1984
680	1172	72	72
1172	1677	200	0
1678	1336	464	464
1336	1601	470	0
1679	1680	796	796
1680	1681	665	665
946	1682	96	0
1324	1683	102	0
1683	1684	164	164
1684	743	364	364
1685	1686	76	0
1686	1687	366	366
1688	1689	89	89
1689	1688	88	88
1690	305	134	134
305	1691	248	248
1447	1347	381	0
1631	1692	175	0
1693	1694	73	0
612	1453	146	146
1453	1462	213	213
1695	542	219	219
542	1696	686	686
1697	1698	208	208
1513	1020	670	670
1020	455	658	658
1699	526	379	379
526	1700	1311	0
431	1085	1042	1042
114	1701	195	195
1701	1078	806	0
1078	989	306	0
989	1077	307	307
1077	179	273	273
1702	64	280	280
64	1703	136	0
1350	1704	124	124
1257	1315	133	133
1705	1706	207	0
1707	1708	416	0
1023	446	274	274
446	269	189	0
482	1709	616	616
1709	931	367	367
1710	116	302	0
304	418	398	0
1646	875	166	0
1711	115	277	0
1712	1614	250	0
1614	1142	283	283
1142	1613	395	0
1514	1026	811	811
1026	1713	145	0
1713	453	550	0
1714	1670	201	201
1670	256	263	0
256	1715	777	0
1716	1717	698	0
1372	1678	90	90
1426	1718	907	907
1719	1154	199	199
1119	1720	246	0
1720	1721	203	203
1722	1719	203	203
1678	1372	102	102
938	1723	100	100
1025	1724	612	612
1725	1726	452	452
1726	1727	883	0
1727	1364	474	474
1728	1729	1010	0
1729	517	599	599
511	634	74	0
1730	1731	562	562
1731	1732	615	0
1732	1733	471	471
1734	908	133	0
1734	1735	196	196
1736	1723	63	63
330	1737	844	844
1738	1739	54	54
1684	1217	188	0
1217	1619	239	0
1619	1740	282	282
1740	1741	317	0
622	1742	249	249
1743	1744	445	445
1745	1214	1117	0
1746	1747	1183	1183
1747	1748	537	0
1305	1372	303	303
778	1743	155	155
1743	1749	202	0
547	1750	188	0
547	1751	112	0
1752	1753	396	396
709	1754	156	0
1755	1756	198	0
1754	1757	286	286
84	692	385	385
692	1758	400	400
1759	658	133	133
1760	1761	1413	1413
245	1114	199	0
1762	797	868	868
797	1327	890	0
1763	1731	314	314
1731	1764	247	0
1764	1765	409	409
1765	733	835	835
1055	1766	94	0
659	655	127	0
1767	1768	162	162
1277	1769	381	381
1769	941	492	492
1770	436	267	0
1771	347	368	0
1772	1738	53	0
1773	1343	108	0
1343	1774	183	183
1774	1775	183	183
1775	1773	108	0
1776	1777	669	669
1090	1650	901	901
970	1438	326	326
1438	1778	702	702
970	1144	844	0
1144	1779	114	114
1780	1781	213	213
390	1782	827	827
1782	1707	592	592
1707	1148	155	155
1774	25	615	0
1768	1783	56	0
1784	403	284	284
403	1112	177	177
1785	1786	149	0
1787	1788	418	0
1788	1789	211	211
941	1790	225	0
1493	1791	289	0
