NAME: Beijing-1
VERTICES:  2820
DEPOT:  0
REQUIRED EDGES: 358
NON-REQUIRED EDGES: 3226
VEHICLES: 7
CAPACITY: 25000
TOTAL COST OF REQUIRED EDGES: 155685
NODES	COST	DEMAND
381	382	354	0
382	383	359	0
384	307	514	0
307	385	509	0
386	387	321	321
388	389	374	0
206	390	342	0
390	391	416	0
392	393	135	0
393	394	816	0
394	395	104	0
395	396	328	328
396	397	459	0
398	399	178	0
399	400	78	0
400	401	306	0
402	335	176	0
335	403	316	0
404	405	72	0
406	407	70	0
364	408	710	0
77	409	603	0
408	410	288	0
411	412	336	0
412	413	415	0
413	414	1489	0
414	415	394	0
416	417	379	0
418	208	169	0
419	420	763	763
421	244	111	0
422	423	321	0
423	424	67	0
424	423	67	0
425	426	892	0
427	428	288	288
429	430	505	0
431	432	568	0
265	433	775	0
433	155	70	0
434	435	92	0
436	437	391	0
437	438	342	0
438	439	89	89
440	441	143	0
442	443	155	0
443	444	332	0
245	445	72	72
446	447	218	0
447	448	118	0
448	449	153	0
449	450	149	0
451	405	273	0
452	453	75	0
453	454	430	430
454	455	1061	0
455	456	986	0
457	458	139	0
459	460	113	113
461	462	181	0
463	464	207	0
465	466	639	0
466	467	620	0
468	469	70	0
470	471	289	0
472	473	426	0
474	470	289	0
475	474	55	0
417	476	165	0
477	478	2806	0
462	479	414	414
480	481	835	0
482	483	350	0
483	484	348	0
484	485	261	0
486	487	301	0
487	488	212	212
489	462	240	240
490	491	248	0
492	482	448	0
493	494	449	0
495	496	370	370
497	498	57	0
498	499	63	0
499	500	725	0
500	501	365	0
202	502	653	0
503	504	285	0
505	506	126	0
506	507	225	0
508	509	88	0
509	510	663	0
511	512	102	0
513	514	894	0
514	194	166	0
515	516	50	0
517	518	611	0
519	520	1013	1013
521	522	311	311
523	156	81	0
524	525	117	0
525	526	234	234
526	527	165	0
528	529	576	0
529	530	185	0
530	290	427	0
528	531	429	0
531	532	62	0
533	534	506	0
535	536	439	0
537	475	397	397
538	539	642	0
539	540	524	0
540	293	838	0
541	175	284	0
542	543	688	0
544	545	365	0
545	546	412	0
546	547	324	0
161	548	212	0
548	549	669	0
550	551	53	0
552	553	486	0
553	554	864	0
554	555	60	0
556	230	316	0
557	558	112	0
558	559	416	416
560	561	435	0
562	563	86	0
564	565	1141	0
566	211	668	0
567	568	451	0
568	569	398	0
570	571	386	0
571	572	120	0
572	573	131	0
574	575	109	0
563	576	329	0
577	578	775	775
578	579	291	0
580	581	415	0
582	583	403	0
583	584	604	0
585	586	501	0
587	588	91	0
589	590	1083	0
236	591	82	0
592	593	243	0
593	594	175	0
409	595	824	0
596	597	87	0
598	593	274	0
593	599	217	0
409	600	598	0
601	602	74	0
603	465	84	0
604	598	349	0
605	592	433	0
212	606	522	0
607	608	278	0
609	610	348	0
611	612	397	0
612	545	471	471
545	613	486	0
614	615	295	0
609	616	93	0
617	618	95	0
619	620	77	0
621	622	148	148
622	623	155	0
623	624	244	0
624	625	84	0
626	627	172	0
628	629	172	0
620	619	66	0
630	631	795	0
141	632	433	0
633	634	126	0
635	636	422	0
637	638	409	0
638	639	388	0
445	451	571	0
640	641	504	0
641	642	343	0
643	644	100	0
645	646	1440	1440
646	647	355	0
647	648	766	0
648	649	160	0
644	643	107	0
643	650	542	0
650	651	900	0
445	652	241	0
652	653	190	190
653	512	67	67
654	160	411	0
644	655	634	0
656	657	160	0
658	659	513	0
660	661	513	0
661	662	136	136
662	663	251	0
664	665	522	0
286	358	560	0
358	666	1099	1099
667	668	584	0
669	670	745	0
671	312	190	0
312	672	159	0
673	674	514	0
675	676	890	0
158	28	676	0
28	11	428	0
650	677	506	0
678	679	594	0
679	680	1635	1635
680	508	253	0
508	681	535	0
682	683	287	0
353	684	204	0
684	685	539	0
629	686	394	394
586	687	1114	0
627	688	279	0
689	519	307	0
690	691	261	0
88	692	662	0
692	41	1466	0
693	694	277	0
695	696	320	320
696	350	1284	0
350	697	655	0
342	698	4828	0
698	425	469	0
699	700	589	0
701	702	917	0
702	703	52	0
704	705	349	0
705	706	442	0
707	704	956	0
708	709	132	0
710	711	461	0
712	298	181	0
298	713	454	0
297	712	216	0
645	707	1092	0
714	715	128	0
708	716	133	0
203	717	428	0
291	718	58	0
718	719	250	0
720	721	521	521
722	723	445	0
723	724	334	0
725	726	532	0
158	727	558	0
724	723	345	0
723	728	269	0
727	158	559	559
729	730	359	0
731	732	527	0
733	734	1168	1168
735	736	64	64
737	738	778	778
738	739	330	0
724	740	116	0
740	741	273	0
742	743	406	0
744	745	670	670
746	747	313	0
747	742	283	0
748	749	267	0
749	750	404	0
430	751	803	0
269	752	56	0
715	753	868	0
753	754	673	0
752	755	182	0
307	158	759	0
756	757	319	0
757	676	544	0
758	759	89	0
372	760	165	0
761	626	263	0
762	763	511	0
764	472	599	599
472	765	808	0
766	490	157	0
759	767	253	0
767	768	731	0
768	769	445	0
770	771	201	0
772	210	454	0
210	773	720	0
773	774	253	0
775	696	1467	0
472	776	2953	0
777	778	553	0
779	780	149	149
222	781	194	0
348	129	569	0
129	782	622	0
783	784	342	0
785	786	82	82
787	788	130	0
789	790	517	0
791	792	258	0
793	794	337	0
795	796	211	0
265	797	570	0
797	798	169	0
794	799	245	0
800	801	152	0
721	802	107	0
802	803	297	0
356	804	611	0
97	805	301	0
806	807	372	0
808	809	108	0
810	811	672	0
812	542	1038	0
495	813	359	0
813	746	524	0
814	815	704	0
816	817	61	0
818	789	128	128
763	819	582	0
819	820	571	0
821	822	206	0
823	824	181	0
824	825	76	0
825	388	123	123
258	826	554	0
827	828	513	0
829	830	274	0
831	832	118	0
832	833	401	0
834	835	1194	0
165	836	142	0
836	837	431	431
838	839	129	0
840	841	374	0
842	843	64	0
844	41	322	0
41	845	407	0
845	846	842	0
846	842	463	0
842	847	300	0
847	848	803	0
848	849	416	0
849	850	656	0
851	852	148	0
853	854	83	0
855	853	64	0
856	857	73	0
858	859	721	0
859	860	234	0
861	232	53	0
862	150	597	0
150	863	767	0
862	737	593	0
864	21	377	0
21	76	351	351
865	682	471	0
866	867	752	0
867	849	518	0
666	414	745	0
837	868	132	0
869	849	1842	1842
849	843	1527	0
716	708	133	0
870	871	452	0
765	869	535	0
386	872	91	0
873	765	606	0
689	874	451	0
875	876	118	0
877	878	50	50
420	727	246	0
743	879	170	0
879	742	235	0
742	747	282	0
747	746	320	0
880	881	741	0
882	883	1225	0
883	884	399	0
884	885	741	0
480	886	962	0
886	477	176	0
620	887	870	0
743	888	170	0
889	890	1054	0
890	395	245	0
395	339	188	0
298	891	363	0
892	893	184	0
755	894	159	159
895	896	356	0
897	898	394	0
898	895	420	0
896	899	151	0
900	901	242	242
901	902	506	0
160	903	232	0
904	905	403	0
906	904	137	0
484	758	361	0
907	901	243	243
908	909	102	0
298	910	52	0
911	912	309	0
913	914	84	0
915	916	245	0
916	917	253	0
918	919	120	0
920	511	95	0
919	445	65	0
921	922	586	0
923	618	91	0
618	617	95	0
377	924	166	0
813	537	600	0
925	470	453	0
470	926	596	0
926	927	319	0
881	928	302	0
929	660	1291	0
660	930	149	0
931	927	307	0
927	770	448	0
770	932	76	76
352	317	738	0
317	351	1066	0
933	262	454	0
924	934	55	0
711	935	578	0
936	937	317	0
711	938	361	0
559	557	529	0
939	940	700	0
940	941	521	0
942	943	77	0
943	944	121	0
945	946	257	0
947	945	419	0
948	603	387	0
603	947	199	0
949	950	490	0
950	297	615	0
297	951	56	0
952	953	508	0
932	954	130	0
264	263	519	0
955	956	505	0
956	957	302	0
958	940	740	0
940	959	178	0
960	948	66	0
956	955	504	0
953	961	206	0
962	793	140	0
799	963	160	0
335	964	148	0
965	942	56	0
966	967	1107	0
968	969	466	0
969	970	730	0
971	276	200	0
972	973	316	0
974	975	274	0
186	976	376	0
977	978	740	0
979	980	629	0
981	982	152	0
260	971	204	0
983	78	452	0
154	984	147	0
888	985	195	0
986	984	147	0
65	987	1074	0
988	989	503	0
990	991	273	0
992	993	153	0
640	185	129	0
994	995	75	0
996	997	396	0
468	591	145	0
998	999	153	0
1000	1001	364	364
1001	1002	108	0
1002	1003	244	0
1003	1004	282	0
1005	1006	122	0
1007	1008	1242	1242
1009	1010	424	0
1011	1012	254	0
1013	1014	135	0
1015	1009	357	0
1016	1017	119	0
1018	45	729	0
1019	1020	348	0
17	1021	629	0
1021	1022	328	0
1022	1023	200	0
1024	904	428	0
1025	1026	199	0
1027	1028	1008	0
1028	1029	550	550
1029	678	588	0
678	1030	914	0
236	1031	882	0
591	1007	143	0
1032	1033	188	0
1034	897	578	0
1035	1036	91	0
1036	1037	277	0
1038	1039	91	0
911	1040	73	0
1039	1041	316	0
1042	1043	240	0
1044	1045	260	0
1046	1047	198	0
1047	1048	133	0
1049	1050	529	0
561	711	111	0
1051	966	356	0
401	1052	438	438
935	1053	239	239
519	1054	287	287
736	236	884	0
236	1055	258	0
351	377	80	0
237	733	65	0
1027	906	1942	0
1056	906	430	0
1057	167	406	0
167	1058	217	0
1059	766	1527	1527
1050	966	434	0
1060	856	133	0
856	1061	77	0
1062	424	370	0
1063	1064	142	0
1065	639	747	0
1066	1067	166	0
1068	1064	325	0
1069	1070	176	0
1070	880	198	0
880	720	465	0
1064	1071	154	0
1072	1073	292	0
1073	1063	234	0
1074	1075	265	265
1067	1076	1030	0
179	1077	283	0
1077	1078	614	0
1078	114	1008	0
1079	1074	298	0
372	1064	401	0
1080	1081	165	0
1082	1083	394	0
1083	1084	431	0
1085	1086	1278	0
454	1025	477	0
1087	1088	293	0
595	409	820	0
1088	1089	433	0
1090	1091	265	0
1092	1093	99	0
595	1094	606	0
1095	1001	160	0
1001	1064	189	0
1064	372	395	0
1096	1065	492	0
1065	1097	493	0
1098	1087	230	0
1099	1100	228	0
1101	1102	368	0
1103	1095	364	0
1095	1104	365	365
867	1105	1507	0
1094	595	605	605
1106	1107	63	0
1108	1109	150	0
51	70	433	0
70	69	367	0
995	889	553	0
1110	1111	242	0
1111	421	50	0
536	1112	342	0
1112	1113	204	0
1114	1115	89	0
1114	1116	51	0
1116	1117	242	0
1118	1119	186	0
1120	1121	296	0
1121	1122	345	0
1122	1123	214	0
1124	1125	149	0
1125	1126	218	0
1127	1128	530	0
1128	1129	429	0
676	528	526	0
1130	1131	407	0
1132	1128	528	0
957	940	178	178
940	1133	741	0
959	956	302	0
1134	763	669	669
1135	1136	101	0
1137	1138	221	0
1138	1139	505	0
1140	409	340	0
1136	1141	131	0
1142	1143	822	0
397	1144	81	0
1103	1000	189	0
1000	1068	156	0
1145	1146	405	0
220	795	267	0
1147	1148	423	0
1148	247	320	0
247	1145	284	284
1145	1149	160	0
383	1150	677	0
909	1151	96	0
525	1152	389	0
1153	1154	181	0
1154	1155	527	0
1155	1154	526	0
1154	1153	179	0
1156	249	170	0
299	1149	204	0
1153	1146	373	0
1146	1157	286	0
1109	1158	86	0
1158	979	549	0
1159	21	370	0
314	1160	926	0
314	783	55	55
783	1161	1320	1320
820	1162	70	0
1163	316	206	0
1163	1164	131	0
1164	261	311	0
261	1165	718	0
316	1163	205	0
1166	1167	91	0
1168	1169	721	0
1170	917	227	0
917	1171	253	0
1172	509	254	0
1173	1174	84	0
1174	666	1415	0
1175	1176	515	0
412	915	339	0
1177	1178	103	0
1170	1179	220	0
1179	1180	200	0
632	139	346	0
139	1181	180	0
1182	1183	462	0
1183	972	221	0
1184	1185	101	0
1186	1187	106	0
299	1188	199	0
1189	299	304	0
299	1189	303	0
142	1190	88	88
121	1191	73	73
1191	343	86	0
593	1192	346	0
1193	1194	298	0
1195	1196	57	0
1197	1198	316	0
1199	1200	454	454
1200	1201	1321	0
1202	1203	127	0
1203	1204	459	0
52	1205	60	60
700	939	124	0
1206	51	172	0
51	352	598	0
352	1207	347	0
1208	1209	705	0
1071	1068	171	0
1064	1001	191	191
1001	1095	160	0
1210	1211	910	0
1211	71	882	0
71	1212	905	0
1213	1208	149	0
1209	1214	582	0
1086	282	959	0
282	1215	786	0
1215	1216	225	0
1216	1212	147	0
879	1217	364	0
1218	1219	399	0
1220	1221	70	0
1221	390	544	0
1222	48	90	0
522	1223	354	0
1224	1225	171	0
1223	1207	154	0
1226	1222	348	0
1227	1228	1083	0
1229	396	244	0
1230	521	447	0
1231	1232	406	0
1233	890	104	0
1234	450	274	0
450	1235	203	0
1236	1237	1532	1532
1238	1239	621	0
1239	1240	160	0
1232	1241	68	0
1242	447	169	0
447	1243	254	0
832	1244	100	0
1244	460	148	0
460	1186	135	0
1245	1246	391	0
1244	1247	433	0
1248	1038	524	0
49	1248	447	0
1249	1250	467	0
1250	819	488	488
1251	1252	218	0
1252	1253	112	0
1205	391	651	0
391	1254	299	0
1255	1256	527	0
224	1257	131	0
1257	611	330	0
1258	1259	591	591
1260	1261	146	0
1262	1263	176	0
1264	1265	64	0
1266	978	245	0
1267	33	419	0
33	1268	357	0
1269	851	1404	0
851	979	561	0
979	1270	635	0
1271	1272	322	0
1273	1274	616	0
1275	1276	100	100
1276	1277	51	0
1278	1279	629	0
1280	1281	147	0
1281	1280	100	100
1252	1282	243	0
1283	1284	210	0
1209	1273	821	0
1285	1286	602	0
1287	1288	74	0
1281	1289	105	0
1289	814	363	0
1290	1281	58	0
1291	1292	266	0
1292	1193	670	0
1293	1294	647	0
213	56	195	0
1294	1295	656	0
367	1296	119	0
763	1297	661	0
1298	1299	408	408
1299	1300	273	0
1301	1291	149	0
1119	1302	124	124
1303	1304	507	0
1304	1305	117	0
1305	1306	105	0
1307	133	1259	1259
133	1308	220	0
1308	1309	365	0
1068	1310	439	0
1311	1049	372	0
760	1310	132	0
1312	1313	876	876
1314	1315	254	0
1315	1316	447	0
1317	60	150	0
1318	1319	641	0
1320	290	529	0
290	68	501	0
1321	1322	205	0
1323	1324	143	0
1325	962	573	0
1326	1327	137	0
1327	1328	204	0
631	1325	204	0
1322	1329	795	795
428	1327	213	0
1327	1330	230	230
220	1331	564	0
1331	1080	393	0
1332	157	205	0
1333	792	886	0
1334	1281	50	0
313	229	423	0
229	1335	187	187
1335	911	76	0
1336	1337	160	0
651	205	102	0
205	1338	107	0
1338	1339	194	0
1340	1149	744	0
1341	206	133	0
807	206	133	0
206	1342	731	0
1343	1344	588	0
1344	1182	416	0
1182	1345	92	0
1346	545	736	0
545	548	407	0
1347	1200	1323	0
1200	1348	456	0
1349	1350	143	0
1351	1352	496	0
31	1353	560	0
1354	1355	179	0
811	37	78	0
37	892	194	0
6	1356	103	0
834	1228	764	0
1228	1214	819	0
934	256	316	0
1214	1357	1117	0
33	1358	554	0
613	545	486	0
545	1359	458	0
1359	654	236	0
654	1360	175	0
1361	1362	148	0
573	1349	50	0
1363	1008	144	0
1311	619	707	0
1364	1311	58	0
1365	1366	156	0
910	1367	53	53
1368	810	237	0
1259	1369	146	0
1369	499	737	0
1370	1371	316	0
1372	1336	452	0
1373	1374	369	369
1375	1376	568	0
1377	1378	245	0
1379	1380	75	0
1381	1382	653	0
1383	1384	178	0
746	1385	643	0
1386	263	532	0
263	828	426	0
828	1387	185	0
1387	1388	283	0
367	1389	981	0
1389	1390	674	0
157	1391	311	0
1391	1392	169	0
1393	1394	441	0
1395	1396	496	0
1395	78	133	0
1296	1381	309	0
839	840	82	0
1397	263	455	0
1398	1088	864	0
555	1399	825	0
1399	1400	431	0
1400	1401	379	0
1401	1402	1727	0
1403	1103	600	0
1404	1405	84	0
993	1406	181	0
1407	1408	77	0
1240	200	72	0
200	217	1052	1052
217	1324	122	0
1409	1410	181	0
1023	1386	164	0
1031	1411	64	0
1411	1412	1400	0
1413	970	951	0
601	1414	287	0
1415	1416	198	0
1416	647	304	0
1417	746	629	0
1138	624	801	0
717	1418	216	0
1419	1387	96	0
1387	1420	93	93
1401	1421	290	0
211	566	668	0
1422	1401	779	0
1401	1400	379	0
1400	1423	425	0
1423	1057	840	0
1424	1425	207	0
1425	1426	141	0
1427	1428	211	0
1429	699	354	0
1430	1431	64	0
1431	236	883	883
236	1432	255	0
1433	1401	306	0
1427	1434	207	0
831	1435	426	0
263	1234	75	0
1234	1436	422	0
1387	1437	111	0
1438	43	437	0
1439	1440	206	0
1440	1441	128	0
1441	1442	134	0
716	1137	315	0
1443	1439	304	0
1444	1445	178	0
1446	1447	692	0
1448	1168	398	398
1168	118	122	122
118	117	270	0
117	431	612	0
1449	1450	400	0
1450	1451	117	0
1309	513	103	0
1452	1453	491	0
1453	1314	223	0
1283	219	964	0
219	1454	903	0
1455	1065	472	0
1456	1457	332	0
1458	382	284	0
1459	1460	703	0
1164	1150	252	0
1150	381	298	0
381	1461	332	0
1462	546	514	0
1463	787	223	0
1464	1465	746	0
833	832	400	0
832	831	118	0
424	1454	303	0
1454	1333	281	0
1466	120	801	0
982	1467	189	0
1012	1016	218	0
238	1468	392	0
639	670	409	0
670	1469	316	0
1470	1471	531	0
1472	1473	1468	0
407	1474	451	0
1475	835	74	0
835	1476	139	0
1477	36	60	0
1478	150	767	0
150	862	603	603
1479	109	313	0
1480	1481	1363	0
1481	1482	216	0
1483	214	734	0
1484	1485	190	0
281	1483	62	0
1486	66	451	0
66	513	886	0
280	1487	444	0
36	1488	99	0
1489	1490	118	0
1491	1492	118	0
1384	1489	535	0
1490	1493	268	0
1494	1383	400	0
1495	1496	53	0
1445	1497	414	0
1498	1365	260	0
1492	1444	534	0
1499	1500	892	0
1501	362	144	0
1502	1503	783	0
1504	1505	179	0
1506	1507	333	0
1507	1508	778	0
1473	1509	922	0
1499	1510	453	0
1510	1511	1197	0
1512	1513	806	0
1513	1514	429	0
1514	1515	646	0
781	96	367	0
1516	22	852	0
1517	1518	398	0
1519	39	307	0
571	1520	254	0
1521	1522	381	0
1522	1523	656	0
1523	1524	505	0
1525	82	1406	0
1526	1527	200	0
713	1528	590	0
1529	1486	286	0
1530	1531	671	0
1532	233	97	0
40	1533	896	0
817	1534	212	0
1139	1535	215	0
1536	377	884	0
377	861	182	182
1240	1537	882	0
1538	1530	283	0
1405	26	85	0
1539	1540	74	0
279	1541	2190	0
1117	1542	71	0
713	298	463	0
1214	1543	819	0
1543	651	765	765
1544	1213	237	0
1545	112	94	0
557	1474	370	0
1474	1546	272	272
1546	1547	161	0
101	1519	1407	0
1548	1549	232	0
1549	1550	563	0
178	1551	242	0
1552	1553	448	0
557	1290	596	0
1554	1555	823	0
1553	180	104	0
179	1552	346	0
178	1556	490	0
1557	1111	228	228
1462	1558	94	0
1081	535	421	0
1559	536	539	0
1560	1561	201	201
79	1375	228	0
1562	1563	162	0
666	1170	1500	0
1564	184	650	0
1565	1566	189	189
1567	921	96	0
1568	1569	138	0
1569	698	63	0
1570	1571	337	0
478	1572	461	0
1573	42	401	0
42	731	390	0
1574	1575	219	0
504	731	2559	0
731	844	488	0
844	1576	2188	0
450	449	148	0
449	448	154	0
448	447	118	0
447	446	222	0
1162	1577	774	0
1578	1579	772	0
129	1580	200	0
1580	1581	213	0
1581	1582	358	0
1582	1583	258	258
1579	1584	91	0
1582	1581	358	0
1581	1580	213	0
1580	129	200	0
1585	1586	127	0
1587	1588	163	0
1589	1590	122	122
1591	1592	247	0
1593	104	464	0
1594	1595	173	0
1596	1574	454	0
774	729	85	0
193	1593	112	0
1597	1597	74	0
1598	1599	850	0
790	1600	362	0
633	1560	76	0
1601	1602	140	0
1603	1604	308	308
1604	1605	612	0
1606	895	1026	0
42	41	480	0
1602	952	811	0
1607	1608	208	0
1608	1609	358	0
219	800	215	0
800	1610	385	385
1610	1611	205	0
118	1612	1756	0
1612	176	219	0
126	172	786	0
1613	1142	394	0
1142	1614	283	0
1614	1615	250	0
1616	1617	448	0
1618	1619	280	0
1619	742	367	0
1620	1621	447	447
1622	1623	143	143
796	1624	578	0
1624	1625	565	565
1626	1627	339	0
1628	1629	177	0
1630	1625	91	0
1625	1631	197	197
1632	1633	873	0
176	615	398	398
615	118	1576	0
1634	1635	68	0
1636	1637	424	0
1638	1639	350	0
208	1640	395	0
1640	1641	128	0
1641	1642	335	0
1642	1643	328	0
1644	1645	426	0
1645	1646	453	0
1647	1648	158	0
1649	1309	298	0
1625	1650	480	0
1650	1624	85	0
1624	1651	501	0
1651	796	71	0
155	1652	177	0
826	1109	69	69
1653	1554	898	0
155	1654	412	412
405	652	485	0
1655	156	574	0
1656	1657	226	0
686	1658	279	0
1659	1647	230	0
1464	665	300	300
1660	604	54	0
1661	329	54	0
1662	1529	893	0
1663	1664	895	0
1664	1665	1717	0
1198	355	228	0
355	51	498	0
1666	1667	153	153
1668	257	260	0
1669	1668	217	0
1668	1670	374	0
1558	1671	274	0
1672	69	139	0
69	640	397	0
1667	1673	80	0
1674	707	60	0
1675	1676	461	0
1676	680	1984	0
680	1172	72	0
1172	1677	200	0
1678	1336	464	0
1336	1601	470	0
1679	1680	796	0
1680	1681	665	0
946	1682	96	0
1324	1683	102	0
1683	1684	164	0
1684	743	364	0
1685	1686	76	0
1686	1687	366	366
1688	1689	89	0
1689	1688	88	0
1690	305	134	0
305	1691	248	0
1447	1347	381	0
1631	1692	175	0
1693	1694	73	0
612	1453	146	0
1453	1462	213	0
1695	542	219	0
542	1696	686	0
1697	1698	208	0
1513	1020	670	0
1020	455	658	658
1699	526	379	0
526	1700	1311	1311
431	1085	1042	0
114	1701	195	0
1701	1078	806	0
1078	989	306	0
989	1077	307	0
1077	179	273	0
1702	64	280	0
64	1703	136	0
1350	1704	124	0
1257	1315	133	0
1705	1706	207	0
1707	1708	416	0
1023	446	274	274
446	269	189	0
482	1709	616	0
1709	931	367	0
1710	116	302	302
304	418	398	0
1646	875	166	0
1711	115	277	0
1712	1614	250	0
1614	1142	283	0
1142	1613	395	0
1514	1026	811	0
1026	1713	145	0
1713	453	550	0
1714	1670	201	201
1670	256	263	0
256	1715	777	0
1716	1717	698	0
1372	1678	90	0
1426	1718	907	0
1719	1154	199	0
1119	1720	246	0
1720	1721	203	0
1722	1719	203	0
1678	1372	102	0
938	1723	100	0
1025	1724	612	0
1725	1726	452	0
1726	1727	883	0
1727	1364	474	0
1728	1729	1010	0
1729	517	599	0
511	634	74	0
1730	1731	562	0
1731	1732	615	0
1732	1733	471	0
1734	908	133	0
1734	1735	196	0
1736	1723	63	0
330	1737	844	0
1738	1739	54	54
1684	1217	188	0
1217	1619	239	0
1619	1740	282	0
1740	1741	317	0
622	1742	249	0
1743	1744	445	0
1745	1214	1117	0
1746	1747	1183	0
1747	1748	537	0
1305	1372	303	0
778	1743	155	0
1743	1749	202	0
547	1750	188	0
547	1751	112	0
1752	1753	396	0
709	1754	156	0
1755	1756	198	0
1754	1757	286	0
84	692	385	0
692	1758	400	0
1759	658	133	0
1760	1761	1413	0
245	1114	199	0
1762	797	868	0
797	1327	890	0
1763	1731	314	0
1731	1764	247	0
1764	1765	409	0
1765	733	835	0
1055	1766	94	0
659	655	127	0
1767	1768	162	0
1277	1769	381	0
1769	941	492	0
1770	436	267	0
1771	347	368	0
1772	1738	53	0
1773	1343	108	0
1343	1774	183	0
1774	1775	183	0
1775	1773	108	0
1776	1777	669	0
1090	1650	901	0
970	1438	326	0
1438	1778	702	0
970	1144	844	844
1144	1779	114	0
1780	1781	213	213
390	1782	827	0
1782	1707	592	0
1707	1148	155	0
1774	25	615	0
1768	1783	56	0
1784	403	284	0
403	1112	177	0
1785	1786	149	0
1787	1788	418	0
1788	1789	211	0
941	1790	225	0
1493	1791	289	0
1791	1184	164	0
1792	1191	3886	0
552	1597	90	0
