NAME: Hefei-1
VERTICES:  850
DEPOT:  0
REQUIRED EDGES: 121
NON-REQUIRED EDGES: 1091
VEHICLES: 7
CAPACITY: 9000
TOTAL COST OF REQUIRED EDGES: 54773
NODES	COST	DEMAND
136	137	1106	0
138	139	550	0
140	141	564	0
142	143	1127	0
144	145	1386	0
145	146	126	126
146	147	175	0
147	148	699	0
148	149	164	0
150	151	1493	0
152	153	832	0
154	155	1055	0
155	156	768	0
156	157	156	0
158	159	583	0
159	160	241	0
160	128	352	0
128	161	728	0
161	162	346	0
162	163	608	0
164	165	798	0
165	166	821	0
166	167	1422	0
168	169	345	0
170	171	145	0
171	172	579	0
158	173	757	0
173	174	985	0
174	175	2830	0
175	176	1964	0
177	178	113	0
178	179	127	0
179	180	188	0
181	75	543	0
75	182	367	0
182	46	605	0
46	108	716	0
108	183	474	0
183	184	355	0
184	185	809	0
185	112	561	561
112	186	322	0
186	187	384	0
187	123	347	0
123	32	732	0
32	12	186	0
12	188	862	0
188	189	297	0
82	190	228	0
190	191	1576	0
191	192	962	0
192	193	262	0
193	194	573	0
194	195	397	0
195	196	1073	1073
197	198	227	0
198	199	309	0
199	200	777	777
200	201	813	0
201	202	277	0
202	203	1598	0
204	205	218	0
205	151	669	0
151	206	948	0
206	207	373	0
207	208	192	0
208	209	399	0
210	211	217	0
211	212	214	0
212	213	279	0
214	215	648	0
216	217	291	0
217	218	187	0
218	219	250	0
219	212	286	0
220	221	445	0
221	222	312	0
222	223	998	998
223	224	529	0
224	225	551	0
225	226	1049	0
226	227	2076	0
227	228	1795	0
229	230	543	0
230	231	743	0
232	233	1097	1097
233	234	261	0
234	132	135	0
132	235	676	676
236	237	479	0
237	238	227	0
238	239	260	0
239	240	296	296
241	242	531	0
243	244	524	0
244	130	215	0
130	245	420	0
245	246	182	182
246	213	269	0
247	248	342	342
248	249	567	0
249	250	350	350
251	231	1241	0
231	252	456	0
252	253	352	0
254	255	767	0
256	257	1917	0
257	258	207	0
258	259	2292	0
260	261	334	334
261	262	643	0
263	264	117	0
264	265	228	0
265	266	160	0
266	267	203	0
267	268	235	235
268	63	294	294
256	227	1884	0
227	269	978	0
270	216	281	0
216	271	242	242
272	230	133	0
230	273	282	0
274	275	167	0
275	276	244	0
276	277	219	0
277	278	330	0
279	280	380	0
280	281	140	140
281	282	310	310
282	283	384	0
284	285	227	0
285	286	300	0
286	287	438	0
288	278	296	0
278	289	227	0
290	154	489	489
154	291	442	0
291	242	494	0
292	293	2774	0
293	294	218	0
294	295	1469	0
295	296	223	0
296	218	744	0
218	276	326	0
276	135	1514	0
296	297	301	0
297	298	1423	0
299	229	778	0
229	254	1124	0
300	301	1014	0
302	303	1399	0
303	304	569	0
304	305	439	0
151	306	1060	0
306	300	138	0
307	308	1352	0
308	309	1003	0
310	311	312	0
312	310	152	0
310	313	244	0
314	159	496	0
159	315	229	0
315	246	262	0
316	317	501	0
317	318	151	0
318	319	182	0
319	320	508	508
320	321	428	428
321	322	225	0
322	323	409	0
324	325	226	226
325	326	186	0
326	327	286	0
327	328	440	0
328	329	233	0
329	330	609	0
330	331	308	308
331	332	128	0
332	333	2513	0
334	335	1040	0
336	144	310	0
337	338	740	740
339	340	1477	0
340	18	210	210
341	342	627	0
342	343	410	0
343	265	190	0
265	344	218	0
344	345	266	0
345	346	198	0
346	347	192	0
292	348	324	0
169	349	447	0
349	350	401	0
350	326	1081	0
326	351	297	0
351	352	215	0
353	354	738	0
354	355	258	0
321	356	555	0
357	322	171	0
322	358	1024	0
358	359	384	0
359	360	549	0
360	361	137	0
361	98	412	0
98	362	337	0
242	363	754	0
354	193	305	0
364	29	490	0
117	365	356	0
365	257	289	289
257	366	556	0
366	226	1166	0
226	367	457	0
367	293	210	210
293	174	984	0
174	115	1019	0
368	369	297	0
369	370	200	0
370	371	219	0
371	372	238	0
372	40	206	0
40	373	284	0
373	374	239	0
263	86	227	227
86	375	349	0
375	370	443	0
376	377	379	0
377	378	283	0
368	379	585	0
379	380	270	0
380	264	244	0
381	382	220	0
382	383	870	870
383	30	909	0
30	384	1594	0
385	386	357	357
386	387	428	0
387	388	511	0
388	389	452	0
389	390	428	0
391	392	369	0
392	393	319	0
393	394	214	0
394	395	296	0
395	396	380	0
396	397	519	0
394	398	712	0
398	387	130	0
387	378	345	0
378	399	375	0
399	400	229	0
400	401	326	0
401	402	596	0
170	403	320	0
403	404	803	0
404	405	449	0
405	406	560	0
406	407	272	0
407	408	780	0
409	400	1484	0
400	410	444	444
410	411	554	0
412	413	1049	0
414	401	602	0
401	410	333	0
415	327	1150	0
327	416	141	0
416	417	130	0
417	418	113	0
418	419	354	0
243	161	379	0
161	420	190	0
420	421	309	0
422	423	435	435
424	425	481	0
425	426	1076	0
426	427	538	0
392	428	624	624
428	386	212	0
386	377	345	0
377	429	367	0
429	412	416	0
412	430	721	0
178	431	336	0
431	15	167	0
432	433	1507	0
349	434	328	328
434	415	350	0
415	435	429	0
435	436	199	0
436	437	296	0
437	438	452	0
438	439	546	0
440	441	370	370
441	442	238	0
443	444	436	0
445	318	389	0
446	447	664	0
447	448	641	0
312	449	266	0
449	450	176	0
450	419	292	292
419	451	372	0
427	452	882	0
453	454	482	0
454	455	296	0
455	456	1157	0
456	457	465	0
458	459	611	0
459	355	627	0
355	192	303	0
361	460	546	0
460	461	666	666
213	462	676	0
462	463	293	0
464	465	726	0
465	466	469	0
466	467	228	0
467	468	482	482
468	469	353	0
469	304	593	0
213	470	985	0
471	472	645	645
473	474	1071	0
474	475	174	0
142	476	303	0
476	79	288	0
79	199	268	0
199	477	376	0
477	92	606	606
92	478	327	0
478	479	292	0
479	480	336	0
480	59	1103	0
59	481	222	0
481	482	573	0
483	484	286	0
484	485	575	0
246	274	285	0
274	486	313	313
486	487	214	0
488	489	259	0
489	490	235	0
490	484	345	0
484	21	411	0
491	492	636	0
492	490	303	0
490	493	621	0
320	494	300	0
494	495	583	0
495	350	153	0
496	489	668	0
100	461	286	0
461	497	418	0
428	498	132	0
498	398	368	368
398	499	374	0
499	500	272	0
500	89	570	0
501	502	1478	0
502	503	928	928
504	505	483	0
14	506	189	0
506	177	336	336
177	507	127	0
507	266	217	0
266	508	191	0
508	5	248	0
5	509	524	0
509	510	266	266
511	396	431	0
396	500	603	0
500	389	650	0
41	512	251	0
512	375	244	0
375	513	122	0
513	379	176	0
379	345	168	0
514	515	2174	0
515	516	422	422
516	517	156	0
517	518	898	0
518	519	164	0
519	416	425	0
416	351	280	0
351	520	333	0
520	521	227	0
521	522	530	530
522	523	328	0
523	524	218	0
524	525	300	0
525	526	194	0
526	527	170	0
528	241	113	0
241	291	527	0
291	155	819	0
155	529	826	0
529	397	274	0
397	89	360	0
89	530	919	919
530	531	224	0
191	532	181	181
532	150	184	0
150	533	528	0
534	445	467	467
445	535	859	859
535	527	146	0
527	368	115	0
364	536	279	0
536	248	309	0
248	537	251	0
537	224	172	0
224	538	642	0
538	295	117	0
295	539	294	0
539	158	675	0
158	540	229	0
540	541	820	0
541	542	520	0
542	543	325	0
543	544	329	0
544	184	478	0
184	545	1433	0
546	547	897	0
547	548	144	144
549	550	339	0
551	549	494	0
549	233	216	0
552	299	712	0
553	383	157	0
383	287	492	0
358	554	668	0
81	190	113	0
190	555	199	0
555	509	243	0
556	469	559	559
469	473	370	0
473	340	230	230
215	557	269	0
557	306	697	0
306	558	563	0
558	209	671	0
209	559	1623	0
560	294	2004	0
294	258	2191	0
258	561	142	0
561	214	352	0
562	563	580	0
564	275	425	0
275	486	145	0
486	211	171	0
211	219	155	0
219	462	333	0
462	539	433	0
565	225	758	0
225	566	251	0
566	547	134	0
547	249	168	0
249	567	327	0
567	568	262	0
569	131	378	378
131	564	582	582
564	570	267	0
571	572	592	0
572	573	284	0
573	359	621	0
359	574	621	0
574	497	465	0
497	575	612	0
382	576	378	0
576	286	287	0
286	364	761	0
364	577	380	0
577	567	271	0
567	578	348	0
578	366	542	0
57	579	297	0
579	438	720	0
438	580	203	0
580	332	567	0
332	516	299	0
516	581	837	0
581	582	115	0
582	404	608	0
404	68	564	0
68	583	152	0
583	504	308	0
504	584	658	0
584	194	939	0
194	585	157	157
585	206	778	0
513	369	506	0
586	587	1539	0
587	559	309	0
559	588	203	203
588	589	248	0
589	590	1071	0
590	585	397	397
585	532	1799	1799
532	80	1065	0
591	592	222	222
592	593	1515	0
594	440	1020	0
135	38	332	0
38	595	264	0
595	570	673	0
570	277	239	239
277	217	227	0
217	463	302	0
463	297	443	0
297	538	251	0
538	596	432	432
596	565	222	0
565	367	829	0
367	269	2147	0
269	292	629	629
530	597	579	0
597	598	286	0
167	62	306	0
62	169	358	0
599	362	557	0
362	600	331	0
601	574	924	0
574	460	576	0
460	99	528	0
99	600	281	0
602	603	321	0
517	602	336	0
602	604	251	0
604	605	227	0
155	363	960	0
606	96	601	0
96	472	638	0
472	571	419	419
571	453	387	0
453	52	562	0
52	607	205	0
287	29	697	0
29	608	763	0
608	609	383	0
609	561	449	0
561	365	262	0
610	611	335	0
611	612	166	0
612	448	675	0
448	534	137	0
534	319	578	0
319	443	219	0
403	613	388	0
363	156	900	0
156	614	322	0
614	88	623	0
88	597	878	0
597	615	348	0
616	39	375	0
600	502	232	0
502	22	1232	0
22	483	403	0
483	492	253	0
492	617	306	0
617	618	275	0
618	619	2091	0
620	621	283	0
621	459	644	0
459	353	504	0
353	584	285	285
584	622	416	0
622	623	404	0
623	624	711	0
624	625	461	0
626	627	450	450
605	628	496	0
627	629	150	0
629	630	1378	0
631	324	573	0
324	521	297	0
207	590	767	0
590	195	252	252
195	622	941	0
622	505	478	0
505	632	257	0
632	69	190	0
69	405	558	0
405	633	863	0
633	627	311	0
627	634	261	0
634	515	379	0
515	422	262	0
422	439	404	0
439	635	340	0
635	636	272	0
636	58	195	0
58	456	544	0
456	562	1068	0
562	93	421	421
93	637	227	0
637	638	386	0
638	200	357	357
200	639	444	0
640	641	917	0
641	468	537	537
642	234	488	0
643	223	363	0
223	247	169	0
247	537	341	0
537	548	392	0
548	566	144	0
566	644	896	0
645	604	443	0
604	603	277	0
24	501	1762	0
501	101	776	0
101	575	352	0
575	646	1374	0
646	647	365	365
647	648	205	0
649	650	518	0
651	414	384	0
414	652	476	0
652	388	509	0
388	499	369	0
499	395	655	0
395	290	1706	0
290	137	273	0
137	427	875	0
555	8	928	0
8	63	730	0
63	653	513	0
653	522	449	0
654	262	205	0
262	655	195	0
655	656	243	0
656	657	1377	0
657	84	315	0
84	373	866	0
373	658	840	0
659	660	463	0
661	662	476	0
663	664	2165	0
465	665	527	0
665	666	479	0
667	442	392	0
442	668	228	0
370	669	805	0
670	261	210	210
261	342	244	0
6	671	281	0
671	267	218	0
267	179	294	0
179	672	344	0
672	16	174	0
16	524	289	0
524	673	235	0
523	17	307	0
17	674	148	0
674	180	341	0
180	268	251	0
268	675	245	0
675	7	327	0
505	623	629	0
623	196	1201	0
196	589	166	166
676	677	398	0
677	653	298	298
653	674	356	0
674	672	184	0
672	431	174	0
431	506	149	0
506	346	268	0
528	678	1857	0
679	680	481	0
680	133	1256	0
133	595	579	579
595	222	324	0
222	681	265	265
681	576	292	0
576	287	483	0
521	677	754	0
646	447	630	0
682	683	1087	0
683	467	532	0
467	684	289	0
143	476	1139	1139
476	685	122	0
686	663	1002	0
687	496	2341	0
496	493	272	0
493	688	265	0
688	485	333	0
485	20	415	415
20	503	455	0
503	203	257	0
203	689	121	0
689	599	392	0
599	690	683	0
690	691	199	0
691	471	135	0
471	334	698	0
692	466	295	0
466	693	535	0
693	694	1087	0
677	0	863	0
0	2	429	0
2	695	1201	0
695	696	198	0
697	381	196	196
381	681	286	0
681	285	457	0
285	536	822	0
120	35	159	0
35	10	263	0
10	189	857	857
189	698	337	0
699	188	227	0
188	11	829	0
11	34	138	0
34	120	161	0
700	165	430	0
514	333	361	0
333	481	866	0
481	700	357	0
700	636	570	0
636	579	517	0
579	701	249	0
701	702	326	0
702	703	145	0
703	704	156	0
704	607	561	0
607	705	201	0
705	167	280	0
509	654	227	0
654	82	364	0
706	146	177	0
146	201	322	322
201	707	364	0
707	94	594	0
94	592	612	0
592	455	850	0
455	54	541	0
54	703	184	0
703	436	855	0
436	329	886	0
329	518	195	0
708	433	376	0
433	324	153	0
709	139	213	0
139	554	284	0
554	573	613	0
710	711	2202	0
712	713	436	0
572	714	339	0
371	715	393	0
715	372	394	394
716	655	428	0
717	427	521	0
718	719	742	0
86	380	237	0
380	344	183	0
344	507	296	0
91	282	297	0
282	720	259	0
721	722	1153	1153
198	280	299	0
280	723	208	0
540	470	343	0
470	314	237	0
314	724	242	242
724	126	355	0
126	725	318	0
725	421	398	0
421	726	329	0
727	728	697	0
23	729	668	0
617	730	764	0
731	732	697	0
733	621	305	305
621	734	305	0
518	735	385	0
735	736	115	0
736	449	373	0
449	170	432	0
170	67	439	0
67	737	118	0
737	738	271	0
738	66	172	0
66	171	440	0
171	450	434	0
450	739	372	0
739	740	150	0
740	519	370	0
519	328	312	0
328	435	900	0
435	704	856	0
704	53	312	0
53	454	542	0
454	591	850	0
591	95	611	0
95	741	594	0
741	202	364	0
202	145	321	0
145	742	174	0
690	97	815	0
360	691	644	0
477	281	249	0
281	743	314	0
744	633	1529	0
633	582	476	0
582	313	838	0
313	736	218	0
736	739	171	0
739	418	279	0
28	731	681	0
437	330	638	0
675	671	163	0
671	508	212	212
508	343	141	0
343	260	308	0
260	745	268	0
745	43	323	0
43	657	382	0
657	746	170	0
747	727	682	0
244	129	408	0
129	748	381	0
748	315	216	0
637	749	541	0
750	751	220	0
751	752	144	0
49	103	803	0
103	753	490	0
753	541	588	0
541	754	608	608
754	755	407	0
755	115	488	0
756	725	205	0
725	751	113	0
634	629	402	402
757	127	349	0
127	756	312	0
756	420	442	0
245	748	263	0
748	160	248	0
160	757	276	0
757	724	221	0
635	758	220	0
758	759	287	0
758	760	501	0
689	606	1056	0
606	741	470	0
741	707	133	0
707	638	863	0
618	488	288	0
488	710	701	0
535	761	171	0
761	762	259	0
762	673	300	300
673	708	545	0
27	686	517	0
763	764	399	0
764	765	499	0
765	32	316	316
587	300	2875	0
300	116	979	0
722	424	2220	0
424	236	631	0
236	152	795	0
152	140	1224	0
140	391	855	0
391	385	835	0
385	376	345	0
376	766	384	0
766	73	1502	0
73	767	580	0
767	49	642	0
381	221	297	0
221	712	241	0
712	38	261	0
38	134	383	0
768	19	153	0
19	769	149	0
480	770	459	0
478	771	776	0
479	772	768	0
773	774	258	258
774	775	477	0
774	611	294	0
611	647	290	0
417	740	279	0
740	735	259	0
735	776	274	0
777	393	342	0
393	498	652	0
647	612	306	0
612	774	298	0
238	778	284	0
778	779	453	0
779	239	268	0
239	780	204	204
425	781	261	0
781	237	302	0
237	782	216	0
781	778	228	0
779	426	485	0
26	783	702	0
452	446	526	0
446	601	846	0
601	337	424	0
649	784	205	0
784	785	250	0
437	784	138	0
784	786	162	0
3	787	968	0
787	64	126	0
64	520	1251	0
520	325	201	0
325	495	1122	0
495	788	390	0
788	789	439	0
70	406	668	0
166	702	413	0
331	580	554	0
790	701	162	0
701	56	262	0
56	791	319	0
792	793	426	0
785	793	387	0
793	660	118	0
660	790	132	0
55	794	411	411
776	581	1024	1024
581	626	169	0
766	429	379	0
429	399	248	0
399	652	666	0
652	390	703	0
390	530	113	0
162	795	185	0
795	796	371	0
797	798	367	0
798	122	306	0
173	596	1032	0
118	799	299	299
799	798	302	0
798	800	297	0
800	187	155	0
187	801	392	0
802	795	564	0
125	803	387	0
804	797	305	0
797	805	291	291
805	186	289	289
806	74	538	0
348	175	808	0
175	807	689	0
114	185	1186	0
185	808	538	0
808	809	674	0
810	811	400	0
767	806	617	617
806	182	478	0
182	812	2004	2004
813	810	513	0
810	754	337	337
718	762	241	0
762	525	266	0
525	14	293	0
434	705	853	0
814	788	394	0
728	4	565	0
4	191	499	0
39	815	435	0
352	451	367	0
451	65	815	0
65	816	193	0
816	733	530	0
733	734	228	0
734	4	406	0
817	715	275	0
715	512	186	0
512	85	360	0
85	745	369	0
745	670	316	0
670	656	630	0
656	818	340	0
732	3	565	0
3	191	500	0
51	794	1420	0
794	819	1715	0
820	796	876	0
796	243	316	0
821	822	123	0
822	823	484	0
81	695	636	0
695	205	2104	0
824	308	1441	0
308	303	395	0
303	556	554	0
556	641	402	0
641	683	468	0
683	693	288	288
693	662	264	0
662	665	218	0
665	440	332	0
440	825	530	0
825	667	241	0
667	688	301	301
588	208	1416	0
208	826	692	0
205	557	1254	0
557	301	1264	0
301	827	852	0
828	407	698	0
407	71	662	0
71	829	249	0
829	624	841	0
624	830	166	0
823	831	334	0
826	558	375	0
335	357	267	0
357	814	369	0
814	494	287	0
494	443	508	0
443	432	185	185
432	832	144	0
832	718	510	0
347	526	292	0
526	761	272	0
761	316	250	0
804	799	365	365
799	121	311	0
121	33	665	0
833	834	478	0
834	765	581	0
765	124	810	0
124	801	170	0
801	111	717	0
111	808	611	611
522	708	133	0
708	719	426	0
719	832	701	0
832	317	231	0
317	835	297	0
836	726	262	0
726	802	1066	0
802	252	340	0
252	679	726	726
837	639	578	0
838	829	2410	0
829	632	953	0
632	583	428	0
583	737	1096	0
738	816	596	0
816	787	244	0
787	63	774	0
474	839	1780	0
608	577	664	664
840	441	568	0
441	825	391	0
825	464	198	0
834	764	967	0
764	125	778	0
125	110	823	0
110	809	615	615
809	545	851	0
545	109	606	0
109	45	775	0
45	812	621	0
812	76	2177	0
43	822	804	0
578	609	616	0
529	614	498	0
104	841	484	0
841	542	353	0
615	842	489	0
842	680	100	100
48	105	727	0
105	843	476	0
843	543	364	0
543	813	668	0
813	113	889	0
113	805	309	309
805	800	360	0
615	844	451	0
842	844	430	0
844	135	1119	0
107	845	475	0
846	544	291	0
544	847	359	0
847	106	475	0
106	47	719	0
47	848	216	0
849	183	521	0
183	845	249	0
845	847	235	0
847	843	356	0
843	841	405	0
841	753	291	0
811	755	344	0
END
