NAME: Hefei-9
VERTICES:  850
DEPOT:  0
REQUIRED EDGES: 1091
NON-REQUIRED EDGES: 121
VEHICLES: 63
CAPACITY: 9000
TOTAL COST OF REQUIRED EDGES: 558908
NODES	COST	DEMAND
232	233	1097	1097
233	234	261	261
234	132	135	0
132	235	676	0
236	237	479	479
237	238	227	227
238	239	260	260
239	240	296	296
241	242	531	531
243	244	524	524
244	130	215	215
130	245	420	420
245	246	182	182
246	213	269	269
247	248	342	342
248	249	567	567
249	250	350	0
251	231	1241	1241
231	252	456	0
252	253	352	352
254	255	767	767
256	257	1917	1917
257	258	207	0
258	259	2292	2292
260	261	334	334
261	262	643	643
263	264	117	117
264	265	228	228
265	266	160	160
266	267	203	203
267	268	235	235
268	63	294	294
256	227	1884	1884
227	269	978	978
270	216	281	0
216	271	242	242
272	230	133	133
230	273	282	282
274	275	167	167
275	276	244	244
276	277	219	219
277	278	330	330
279	280	380	380
280	281	140	140
281	282	310	310
282	283	384	384
284	285	227	227
285	286	300	0
286	287	438	438
288	278	296	296
278	289	227	227
290	154	489	489
154	291	442	442
291	242	494	494
292	293	2774	2774
293	294	218	218
294	295	1469	1469
295	296	223	223
296	218	744	744
218	276	326	0
276	135	1514	1514
296	297	301	301
297	298	1423	1423
299	229	778	778
229	254	1124	1124
300	301	1014	1014
302	303	1399	1399
303	304	569	569
304	305	439	439
151	306	1060	1060
306	300	138	0
307	308	1352	1352
308	309	1003	1003
310	311	312	312
312	310	152	152
310	313	244	244
314	159	496	496
159	315	229	229
315	246	262	0
316	317	501	501
317	318	151	151
318	319	182	182
319	320	508	508
320	321	428	428
321	322	225	225
322	323	409	409
324	325	226	226
325	326	186	186
326	327	286	286
327	328	440	440
328	329	233	233
329	330	609	0
330	331	308	308
331	332	128	128
332	333	2513	2513
334	335	1040	1040
336	144	310	0
337	338	740	740
339	340	1477	1477
340	18	210	210
341	342	627	627
342	343	410	410
343	265	190	190
265	344	218	218
344	345	266	266
345	346	198	198
346	347	192	192
292	348	324	324
169	349	447	447
349	350	401	401
350	326	1081	1081
326	351	297	297
351	352	215	215
353	354	738	0
354	355	258	258
321	356	555	555
357	322	171	171
322	358	1024	0
358	359	384	384
359	360	549	549
360	361	137	137
361	98	412	412
98	362	337	337
242	363	754	754
354	193	305	305
364	29	490	0
117	365	356	0
365	257	289	289
257	366	556	556
366	226	1166	1166
226	367	457	457
367	293	210	210
293	174	984	984
174	115	1019	0
368	369	297	297
369	370	200	200
370	371	219	219
371	372	238	238
372	40	206	206
40	373	284	284
373	374	239	239
263	86	227	227
86	375	349	349
375	370	443	443
376	377	379	379
377	378	283	283
368	379	585	585
379	380	270	0
380	264	244	244
381	382	220	220
382	383	870	870
383	30	909	0
30	384	1594	1594
385	386	357	0
386	387	428	428
387	388	511	511
388	389	452	0
389	390	428	428
391	392	369	369
392	393	319	319
393	394	214	214
394	395	296	296
395	396	380	380
396	397	519	519
394	398	712	712
398	387	130	0
387	378	345	0
378	399	375	375
399	400	229	0
400	401	326	326
401	402	596	596
170	403	320	320
403	404	803	803
404	405	449	449
405	406	560	560
406	407	272	272
407	408	780	780
409	400	1484	0
400	410	444	444
410	411	554	554
412	413	1049	1049
414	401	602	602
401	410	333	333
415	327	1150	1150
327	416	141	141
416	417	130	130
417	418	113	113
418	419	354	0
243	161	379	379
161	420	190	0
420	421	309	309
422	423	435	435
424	425	481	481
425	426	1076	1076
426	427	538	538
392	428	624	624
428	386	212	212
386	377	345	345
377	429	367	367
429	412	416	0
412	430	721	721
178	431	336	0
431	15	167	0
432	433	1507	1507
349	434	328	328
434	415	350	350
415	435	429	429
435	436	199	0
436	437	296	296
437	438	452	452
438	439	546	546
440	441	370	370
441	442	238	238
443	444	436	436
445	318	389	389
446	447	664	664
447	448	641	641
312	449	266	266
449	450	176	176
450	419	292	292
419	451	372	372
427	452	882	882
453	454	482	482
454	455	296	296
455	456	1157	1157
456	457	465	465
458	459	611	611
459	355	627	627
355	192	303	303
361	460	546	546
460	461	666	666
213	462	676	676
462	463	293	293
464	465	726	726
465	466	469	469
466	467	228	228
467	468	482	0
468	469	353	353
469	304	593	593
213	470	985	985
471	472	645	645
473	474	1071	0
474	475	174	174
142	476	303	303
476	79	288	288
79	199	268	0
199	477	376	376
477	92	606	606
92	478	327	327
478	479	292	292
479	480	336	336
480	59	1103	1103
59	481	222	222
481	482	573	0
483	484	286	286
484	485	575	575
246	274	285	285
274	486	313	313
486	487	214	214
488	489	259	0
489	490	235	235
490	484	345	345
484	21	411	411
491	492	636	636
492	490	303	303
490	493	621	621
320	494	300	300
494	495	583	583
495	350	153	153
496	489	668	668
100	461	286	0
461	497	418	0
428	498	132	0
498	398	368	368
398	499	374	374
499	500	272	272
500	89	570	0
501	502	1478	1478
502	503	928	928
504	505	483	483
14	506	189	189
506	177	336	336
177	507	127	127
507	266	217	217
266	508	191	191
508	5	248	248
5	509	524	524
509	510	266	266
511	396	431	431
396	500	603	603
500	389	650	650
41	512	251	251
512	375	244	244
375	513	122	122
513	379	176	0
379	345	168	168
514	515	2174	2174
515	516	422	422
516	517	156	156
517	518	898	898
518	519	164	164
519	416	425	425
416	351	280	280
351	520	333	333
520	521	227	227
521	522	530	530
522	523	328	328
523	524	218	0
524	525	300	300
525	526	194	194
526	527	170	170
528	241	113	113
241	291	527	527
291	155	819	819
155	529	826	826
529	397	274	274
397	89	360	360
89	530	919	919
530	531	224	224
191	532	181	0
532	150	184	184
150	533	528	528
534	445	467	467
445	535	859	859
535	527	146	146
527	368	115	115
364	536	279	279
536	248	309	0
248	537	251	251
537	224	172	172
224	538	642	642
538	295	117	117
295	539	294	294
539	158	675	675
158	540	229	229
540	541	820	820
541	542	520	520
542	543	325	325
543	544	329	329
544	184	478	478
184	545	1433	1433
546	547	897	897
547	548	144	144
549	550	339	339
551	549	494	494
549	233	216	216
552	299	712	712
553	383	157	157
383	287	492	492
358	554	668	668
81	190	113	113
190	555	199	199
555	509	243	243
556	469	559	559
469	473	370	370
473	340	230	230
215	557	269	269
557	306	697	697
306	558	563	563
558	209	671	671
209	559	1623	1623
560	294	2004	2004
294	258	2191	2191
258	561	142	142
561	214	352	352
562	563	580	580
564	275	425	425
275	486	145	145
486	211	171	0
211	219	155	155
219	462	333	333
462	539	433	433
565	225	758	0
225	566	251	251
566	547	134	134
547	249	168	168
249	567	327	0
567	568	262	262
569	131	378	0
131	564	582	0
564	570	267	267
571	572	592	592
572	573	284	284
573	359	621	621
359	574	621	621
574	497	465	465
497	575	612	612
382	576	378	378
576	286	287	287
286	364	761	761
364	577	380	380
577	567	271	271
567	578	348	348
578	366	542	542
57	579	297	297
579	438	720	720
438	580	203	203
580	332	567	567
332	516	299	299
516	581	837	0
581	582	115	115
582	404	608	608
404	68	564	564
68	583	152	152
583	504	308	308
504	584	658	658
584	194	939	939
194	585	157	157
585	206	778	778
513	369	506	506
586	587	1539	1539
587	559	309	0
559	588	203	203
588	589	248	248
589	590	1071	1071
590	585	397	397
585	532	1799	1799
532	80	1065	1065
591	592	222	222
592	593	1515	1515
594	440	1020	1020
135	38	332	332
38	595	264	264
595	570	673	673
570	277	239	239
277	217	227	227
217	463	302	302
463	297	443	443
297	538	251	251
538	596	432	432
596	565	222	222
565	367	829	829
367	269	2147	2147
269	292	629	629
530	597	579	579
597	598	286	286
167	62	306	306
62	169	358	358
599	362	557	557
362	600	331	331
601	574	924	924
574	460	576	576
460	99	528	528
99	600	281	0
602	603	321	321
517	602	336	336
602	604	251	251
604	605	227	0
155	363	960	960
606	96	601	601
96	472	638	638
472	571	419	419
571	453	387	387
453	52	562	562
52	607	205	205
287	29	697	697
29	608	763	763
608	609	383	383
609	561	449	449
561	365	262	0
610	611	335	0
611	612	166	166
612	448	675	675
448	534	137	0
534	319	578	578
319	443	219	219
403	613	388	0
363	156	900	900
156	614	322	322
614	88	623	623
88	597	878	878
597	615	348	348
616	39	375	375
600	502	232	232
502	22	1232	1232
22	483	403	403
483	492	253	253
492	617	306	306
617	618	275	275
618	619	2091	2091
620	621	283	283
621	459	644	644
459	353	504	504
353	584	285	285
584	622	416	416
622	623	404	0
623	624	711	711
624	625	461	461
626	627	450	450
605	628	496	496
627	629	150	150
629	630	1378	1378
631	324	573	573
324	521	297	297
207	590	767	767
590	195	252	252
195	622	941	941
622	505	478	478
505	632	257	257
632	69	190	0
69	405	558	558
405	633	863	863
633	627	311	311
627	634	261	261
634	515	379	379
515	422	262	262
422	439	404	404
439	635	340	340
635	636	272	272
636	58	195	195
58	456	544	544
456	562	1068	1068
562	93	421	421
93	637	227	0
637	638	386	386
638	200	357	357
200	639	444	444
640	641	917	917
641	468	537	537
642	234	488	0
643	223	363	363
223	247	169	169
247	537	341	341
537	548	392	392
548	566	144	144
566	644	896	896
645	604	443	443
604	603	277	277
24	501	1762	1762
501	101	776	776
101	575	352	352
575	646	1374	1374
646	647	365	365
647	648	205	205
649	650	518	0
651	414	384	384
414	652	476	476
652	388	509	509
388	499	369	369
499	395	655	655
395	290	1706	1706
290	137	273	273
137	427	875	875
555	8	928	928
8	63	730	0
63	653	513	513
653	522	449	449
654	262	205	205
262	655	195	195
655	656	243	243
656	657	1377	1377
657	84	315	315
84	373	866	866
373	658	840	840
659	660	463	463
661	662	476	476
663	664	2165	0
465	665	527	527
665	666	479	479
667	442	392	392
442	668	228	228
370	669	805	805
670	261	210	210
261	342	244	244
6	671	281	281
671	267	218	218
267	179	294	294
179	672	344	344
672	16	174	174
16	524	289	289
524	673	235	0
523	17	307	307
17	674	148	148
674	180	341	341
180	268	251	251
268	675	245	245
675	7	327	327
505	623	629	629
623	196	1201	1201
196	589	166	0
676	677	398	398
677	653	298	298
653	674	356	356
674	672	184	184
672	431	174	174
431	506	149	149
506	346	268	268
528	678	1857	1857
679	680	481	481
680	133	1256	1256
133	595	579	0
595	222	324	324
222	681	265	265
681	576	292	0
576	287	483	483
521	677	754	754
646	447	630	630
682	683	1087	1087
683	467	532	532
467	684	289	289
143	476	1139	1139
476	685	122	0
686	663	1002	1002
687	496	2341	2341
496	493	272	272
493	688	265	265
688	485	333	333
485	20	415	415
20	503	455	455
503	203	257	257
203	689	121	121
689	599	392	392
599	690	683	683
690	691	199	199
691	471	135	135
471	334	698	698
692	466	295	295
466	693	535	535
693	694	1087	1087
677	0	863	863
0	2	429	429
2	695	1201	1201
695	696	198	198
697	381	196	196
381	681	286	286
681	285	457	457
285	536	822	822
120	35	159	159
35	10	263	263
10	189	857	857
189	698	337	337
699	188	227	227
188	11	829	829
11	34	138	138
34	120	161	161
700	165	430	430
514	333	361	361
333	481	866	866
481	700	357	357
700	636	570	570
636	579	517	517
579	701	249	249
701	702	326	326
702	703	145	145
703	704	156	156
704	607	561	561
607	705	201	201
705	167	280	0
509	654	227	227
654	82	364	364
706	146	177	177
146	201	322	322
201	707	364	364
707	94	594	594
94	592	612	612
592	455	850	850
455	54	541	541
54	703	184	184
703	436	855	855
436	329	886	886
329	518	195	195
708	433	376	376
433	324	153	0
709	139	213	213
139	554	284	0
554	573	613	613
710	711	2202	2202
712	713	436	436
572	714	339	339
371	715	393	393
715	372	394	394
716	655	428	428
717	427	521	521
718	719	742	742
86	380	237	237
380	344	183	183
344	507	296	296
91	282	297	297
282	720	259	259
721	722	1153	1153
198	280	299	299
280	723	208	208
540	470	343	343
470	314	237	237
314	724	242	242
724	126	355	355
126	725	318	318
725	421	398	398
421	726	329	329
727	728	697	697
23	729	668	668
617	730	764	764
731	732	697	697
733	621	305	305
621	734	305	305
518	735	385	385
735	736	115	115
736	449	373	373
449	170	432	432
170	67	439	439
67	737	118	118
737	738	271	271
738	66	172	172
66	171	440	0
171	450	434	434
450	739	372	372
739	740	150	150
740	519	370	370
519	328	312	312
328	435	900	900
435	704	856	856
704	53	312	312
53	454	542	542
454	591	850	0
591	95	611	611
95	741	594	0
741	202	364	364
202	145	321	321
145	742	174	174
690	97	815	815
360	691	644	644
477	281	249	249
281	743	314	0
744	633	1529	1529
633	582	476	476
582	313	838	838
313	736	218	218
736	739	171	171
739	418	279	279
28	731	681	681
437	330	638	638
675	671	163	163
671	508	212	212
508	343	141	141
343	260	308	308
260	745	268	268
745	43	323	323
43	657	382	382
657	746	170	170
747	727	682	682
244	129	408	408
129	748	381	381
748	315	216	216
637	749	541	541
750	751	220	220
751	752	144	144
49	103	803	803
103	753	490	490
753	541	588	588
541	754	608	608
754	755	407	407
755	115	488	488
756	725	205	205
725	751	113	113
634	629	402	0
757	127	349	349
127	756	312	312
756	420	442	442
245	748	263	263
748	160	248	248
160	757	276	276
757	724	221	221
635	758	220	220
758	759	287	287
758	760	501	0
689	606	1056	1056
606	741	470	470
741	707	133	133
707	638	863	863
618	488	288	0
488	710	701	0
535	761	171	171
761	762	259	259
762	673	300	300
673	708	545	545
27	686	517	517
763	764	399	399
764	765	499	499
765	32	316	316
587	300	2875	2875
300	116	979	979
722	424	2220	2220
424	236	631	631
236	152	795	795
152	140	1224	1224
140	391	855	855
391	385	835	835
385	376	345	345
376	766	384	384
766	73	1502	1502
73	767	580	580
767	49	642	642
381	221	297	297
221	712	241	241
712	38	261	261
38	134	383	383
768	19	153	153
19	769	149	149
480	770	459	459
478	771	776	776
479	772	768	768
773	774	258	258
774	775	477	0
774	611	294	294
611	647	290	290
417	740	279	279
740	735	259	259
735	776	274	274
777	393	342	342
393	498	652	652
647	612	306	306
612	774	298	298
238	778	284	284
778	779	453	453
779	239	268	268
239	780	204	204
425	781	261	261
781	237	302	302
237	782	216	216
781	778	228	228
779	426	485	485
26	783	702	702
452	446	526	526
446	601	846	846
601	337	424	0
649	784	205	205
784	785	250	250
437	784	138	138
784	786	162	162
3	787	968	0
787	64	126	126
64	520	1251	1251
520	325	201	201
325	495	1122	1122
495	788	390	390
788	789	439	439
70	406	668	668
166	702	413	413
331	580	554	554
790	701	162	162
701	56	262	262
56	791	319	319
792	793	426	426
785	793	387	387
793	660	118	118
660	790	132	132
55	794	411	411
776	581	1024	1024
581	626	169	169
766	429	379	379
429	399	248	248
399	652	666	666
652	390	703	703
390	530	113	113
162	795	185	0
795	796	371	371
797	798	367	367
798	122	306	306
173	596	1032	1032
118	799	299	299
799	798	302	302
798	800	297	0
800	187	155	155
187	801	392	392
802	795	564	564
125	803	387	387
804	797	305	305
797	805	291	291
805	186	289	289
806	74	538	538
348	175	808	808
175	807	689	689
114	185	1186	0
185	808	538	538
808	809	674	674
810	811	400	400
767	806	617	617
806	182	478	478
182	812	2004	2004
813	810	513	513
810	754	337	337
718	762	241	241
762	525	266	266
525	14	293	293
434	705	853	853
814	788	394	394
728	4	565	0
4	191	499	0
39	815	435	435
352	451	367	367
451	65	815	815
65	816	193	193
816	733	530	530
733	734	228	228
734	4	406	0
817	715	275	275
715	512	186	186
512	85	360	360
85	745	369	369
745	670	316	316
670	656	630	630
656	818	340	340
732	3	565	565
3	191	500	500
51	794	1420	1420
794	819	1715	1715
820	796	876	876
796	243	316	316
821	822	123	123
822	823	484	484
81	695	636	636
695	205	2104	2104
824	308	1441	1441
308	303	395	395
303	556	554	554
556	641	402	402
641	683	468	468
683	693	288	0
693	662	264	264
662	665	218	0
665	440	332	332
440	825	530	530
825	667	241	241
667	688	301	301
588	208	1416	0
208	826	692	692
205	557	1254	1254
557	301	1264	1264
301	827	852	852
828	407	698	698
407	71	662	662
71	829	249	249
829	624	841	0
624	830	166	166
823	831	334	334
826	558	375	375
335	357	267	267
357	814	369	369
814	494	287	0
494	443	508	508
443	432	185	185
432	832	144	144
832	718	510	510
347	526	292	292
526	761	272	272
761	316	250	250
804	799	365	365
799	121	311	311
121	33	665	665
833	834	478	478
834	765	581	581
765	124	810	810
124	801	170	170
801	111	717	717
111	808	611	611
522	708	133	133
708	719	426	0
719	832	701	701
832	317	231	231
317	835	297	297
836	726	262	262
726	802	1066	1066
802	252	340	340
252	679	726	726
837	639	578	578
838	829	2410	2410
829	632	953	953
632	583	428	428
583	737	1096	1096
738	816	596	596
816	787	244	244
787	63	774	774
474	839	1780	1780
608	577	664	664
840	441	568	568
441	825	391	391
825	464	198	0
834	764	967	967
764	125	778	778
125	110	823	823
110	809	615	615
809	545	851	851
545	109	606	606
109	45	775	775
45	812	621	621
812	76	2177	2177
43	822	804	804
578	609	616	616
529	614	498	498
104	841	484	484
841	542	353	353
615	842	489	489
842	680	100	100
48	105	727	727
105	843	476	476
843	543	364	364
543	813	668	0
813	113	889	0
113	805	309	0
805	800	360	360
615	844	451	451
842	844	430	430
844	135	1119	1119
107	845	475	475
846	544	291	291
544	847	359	359
847	106	475	0
106	47	719	719
47	848	216	216
849	183	521	521
183	845	249	249
845	847	235	235
847	843	356	356
843	841	405	0
841	753	291	291
811	755	344	344
END
