180	677	2426	2426
181	678	2900	2900
182	127	2690	2690
132	679	2300	2300
183	55	1600	1600
184	132	5000	5000
176	155	5580	5580
185	182	1652	1652
186	189	443	443
187	185	587	587
188	186	226	226
189	187	226	226
190	188	753	753
191	189	319	319
192	190	249	249
193	191	362	362
106	189	1800	1800
194	182	822	822
195	680	580	580
196	194	20	20
197	681	412	412
193	196	116	116
132	197	260	260
155	197	615	615
136	679	1100	1100
198	682	2300	2300
199	182	808	808
200	199	604	604
55	200	254	254
201	55	1081	1081
202	182	1500	1500
189	132	360	360
203	679	1103	1103
204	679	4414	4414
201	55	1081	1081
205	683	2148	2148
206	684	2118	2118
207	206	1160	1160
138	161	3500	3500
208	654	2200	2200
209	143	944	944
210	685	1062	1062
211	686	1447	1447
212	654	1920	1920
213	212	2744	2744
214	654	843	843
215	214	230	230
138	687	633	633
216	138	531	531
148	688	300	300
147	148	701	701
135	133	4620	4620
155	689	9807	9807
217	155	8250	8250
218	107	690	690
152	112	665	665
219	693	750	750
114	108	1120	1120
220	694	756	756
221	695	786	786
222	696	633	633
223	697	115	115
224	698	3322	3322
225	699	225	225
226	700	415	415
227	701	323	323
228	107	300	300
229	55	3190	3190
230	702	3052	3052
230	135	730	730
231	704	4228	4228
232	705	4708	4708
233	706	1275	1275
234	707	3000	3000
235	708	1010	1010
236	709	4000	4000
232	710	6823	6823
237	711	19067	19067
238	712	3501	3501
239	713	6640	6640
240	714	4080	4080
241	715	399	399
242	716	3306	3306
243	704	3810	3810
244	712	4680	4680
245	717	1670	1670
246	718	1345	1345
247	719	1320	1320
248	720	378	378
249	721	4250	4250
250	722	813	813
251	723	1160	1160
252	724	2524	2524
253	725	1237	1237
254	726	2550	2550
255	305	636	636
256	314	1300	1300
257	727	336	336
258	256	340	340
259	728	750	750
260	257	465	465
261	314	578	578
262	729	1750	1750
263	730	940	940
264	262	1261	1261
265	339	262	262
266	262	1547	1547
267	262	1980	1980
268	262	2221	2221
269	731	650	650
270	732	1048	1048
271	733	150	150
272	734	1240	1240
273	735	629	629
274	348	976	976
275	736	600	600
276	737	3533	3533
277	738	750	750
278	738	720	720
279	739	900	900
280	740	780	780
281	313	3567	3567
282	741	4234	4234
283	282	4597	4597
284	284	300	300
285	742	2003	2003
286	286	1700	1700
287	285	7997	7997
288	290	3800	3800
289	743	2900	2900
290	744	2300	2300
291	745	3779	3779
292	292	4290	4290
293	746	4020	4020
294	747	2750	2750
295	294	1827	1827
296	748	875	875
297	749	900	900
298	297	1116	1116
299	750	4629	4629
300	751	6318	6318
301	752	1104	1104
302	301	1682	1682
303	753	5575	5575
304	754	4120	4120
305	755	5522	5522
306	305	4305	4305
307	756	7620	7620
308	757	1200	1200
309	758	5095	5095
310	759	540	540
260	760	1000	1000
311	761	3951	3951
132	260	1500	1500
312	762	1349	1349
313	312	3135	3135
314	763	2600	2600
315	314	2071	2071
316	315	1038	1038
317	764	320	320
318	765	880	880
319	766	3122	3122
320	766	4250	4250
321	320	1570	1570
322	767	1200	1200
323	322	4100	4100
324	768	1098	1098
325	769	4900	4900
326	770	1339	1339
327	771	2564	2564
328	772	1812	1812
329	773	820	820
330	774	814	814
331	775	700	700
332	774	632	632
333	776	1233	1233
334	777	978	978
335	778	3708	3708
336	779	1146	1146
337	780	5243	5243
338	781	1535	1535
339	782	3788	3788
340	783	3165	3165
341	784	871	871
342	785	1158	1158
314	342	526	526
343	786	2659	2659
344	735	1096	1096
345	346	700	700
346	787	990	990
347	731	2506	2506
348	314	1327	1327
349	788	4993	4993
350	262	713	713
351	789	566	566
352	790	3598	3598
353	791	1500	1500
354	353	2529	2529
353	792	321	321
355	353	700	700
353	793	4240	4240
356	353	350	350
357	355	1480	1480
358	790	2079	2079
359	794	1309	1309
360	795	1209	1209
361	796	1867	1867
362	795	1770	1770
363	797	940	940
262	798	930	930
364	799	1928	1928
365	800	3142	3142
366	268	115	115
367	801	226	226
368	802	242	242
369	232	2500	2500
370	262	680	680
371	374	3120	3120
372	803	2394	2394
373	302	456	456
374	804	1476	1476
375	805	1060	1060
376	806	160	160
377	807	103	103
378	808	219	219
379	809	223	223
380	810	325	325
381	811	310	310
382	812	3760	3760
383	813	5020	5020
384	814	5530	5530
385	389	1277	1277
386	815	500	500
387	389	2100	2100
388	816	2700	2700
389	817	547	547
390	396	2600	2600
388	818	690	690
391	396	1400	1400
161	391	1850	1850
392	161	1250	1250
392	161	400	400
161	819	690	690
393	161	900	900
392	161	470	470
132	396	5100	5100
55	161	951	951
394	161	2000	2000
395	161	3000	3000
396	820	820	820
161	821	1600	1600
55	393	910	910
161	822	1000	1000
161	823	1400	1400
161	824	803	803
397	132	8511	8511
398	394	9058	9058
399	825	236	236
400	826	15103	15103
401	802	4088	4088
402	827	2975	2975
403	828	5212	5212
404	829	5524	5524
405	404	2002	2002
406	802	1198	1198
407	830	10260	10260
408	802	2014	2014
409	831	3338	3338
410	802	1299	1299
411	802	3401	3401
412	802	1898	1898
413	802	2162	2162
414	802	1721	1721
415	832	864	864
416	833	1868	1868
417	834	2544	2544
418	802	571	571
419	835	1587	1587
420	836	280	280
161	394	2800	2800
421	837	640	640
422	838	3794	3794
423	424	748	748
424	232	417	417
425	839	7141	7141
426	839	3059	3059
427	429	2071	2071
428	839	3777	3777
429	428	369	369
430	369	1941	1941
431	430	933	933
432	434	2065	2065
433	430	375	375
434	839	2364	2364
429	434	1002	1002
435	369	2442	2442
436	435	1998	1998
437	369	1978	1978
438	840	553	553
439	459	687	687
440	439	817	817
441	440	35	35
442	441	533	533
443	444	4934	4934
444	841	5119	5119
422	842	1857	1857
445	422	882	882
423	306	7661	7661
446	423	1079	1079
447	446	6721	6721
448	843	2439	2439
449	448	598	598
450	449	788	788
451	450	496	496
452	451	1479	1479
453	844	1109	1109
454	453	311	311
455	454	434	434
456	455	99	99
457	845	9085	9085
458	457	1194	1194
459	458	978	978
460	846	2833	2833
369	232	1700	1700
461	847	736	736
462	848	574	574
463	849	490	490
464	850	5092	5092
369	424	1426	1426
465	851	2337	2337
346	852	1603	1603
466	853	224	224
467	854	844	844
468	840	503	503
469	470	456	456
470	472	4072	4072
471	855	2048	2048
472	487	1130	1130
473	472	1437	1437
474	485	498	498
475	856	1142	1142
476	230	1770	1770
135	476	1088	1088
477	135	1240	1240
478	857	537	537
479	856	438	438
480	858	1100	1100
481	859	1400	1400
482	860	400	400
483	472	4867	4867
484	475	2272	2272
485	861	7258	7258
486	862	4192	4192
486	863	976	976
487	864	2411	2411
487	865	2038	2038
488	466	887	887
489	469	2700	2700
490	866	3000	3000
470	468	1400	1400
491	867	2089	2089
492	493	1906	1906
493	868	918	918
494	869	1080	1080
495	870	1640	1640
496	495	2003	2003
497	735	1005	1005
498	802	3550	3550
499	498	5825	5825
500	871	12226	12226
501	872	9928	9928
502	873	4639	4639
503	874	2085	2085
504	802	600	600
505	875	1807	1807
506	802	4094	4094
507	802	3412	3412
508	501	3700	3700
509	876	2300	2300
510	877	1600	1600
511	878	4522	4522
512	481	3645	3645
513	802	2284	2284
514	879	1068	1068
515	880	4800	4800
516	510	3847	3847
517	881	2286	2286
518	882	1722	1722
519	883	6298	6298
520	884	5172	5172
521	509	1076	1076
522	885	4567	4567
523	886	5824	5824
524	887	3424	3424
525	888	2122	2122
526	889	769	769
527	890	604	604
528	891	662	662
529	892	8980	8980
530	893	4560	4560
531	894	13800	13800
532	895	180	180
533	532	530	530
534	466	469	469
535	896	56	56
466	897	2807	2807
536	274	248	248
537	898	1600	1600
538	899	1240	1240
539	900	2400	2400
540	543	475	475
541	901	1284	1284
542	901	670	670
543	902	369	369
544	560	2025	2025
545	903	9305	9305
546	904	2800	2800
547	905	1713	1713
548	906	536	536
549	907	711	711
550	908	921	921
551	909	2620	2620
552	910	925	925
553	552	2345	2345
554	911	710	710
555	912	5810	5810
556	913	2500	2500
557	556	2000	2000
558	557	1416	1416
559	560	516	516
560	559	175	175
561	560	110	110
560	561	150	150
560	914	350	350
562	560	170	170
560	563	170	170
563	560	150	150
560	562	150	150
564	915	560	560
565	916	900	900
END
